callSign	frequency	type	city	state	name	longitude	latitude
KINZ	95.3	FM	HUMBOLDT	KS	MY TOWN MEDIA INC	-95.56108	37.74783
KZXK	98.9	FM	DONEY PARK	AZ	COCHISE BROADCASTING LLC	-111.59767	35.24028
KCJC	102.3	FM	DARDANELLE	AR	EAB OF RUSSELLVILLE, LLC	-93.25572	35.22814
KLZK-FM	107.7	FM	IDALOU	TX	RAMAR COMMUNICATIONS INC	-101.87267	33.50231
WGYI	98.5	FM	OIL CITY	PA	FM RADIO LICENSES, LLC	-79.7145	41.41783
KCUA	92.5	FM	MAESER	UT	COUNTRY GOLD BROASCASTING, INC.	-109.69986	40.53772
KDYN-FM	92.7	FM	COAL HILL	AR	OZARK COMMUNICATIONS, INC.	-93.89172	35.48594
WINH	91.9	FM	HINCKLEY	MN	MINNESOTA PUBLIC RADIO	-93.02278	46.02444
KDPX	101.3	FM	PINE BLUFF	AR	BLUFF CITY RADIO. LLC	-91.83958	34.16511
WJAI	93.9	FM	PEARL	MS	EDUCATIONAL MEDIA FOUNDATION	-89.89619	32.23514
KLNQ	106.5	FM	ATLANTA	LA	EDUCATIONAL MEDIA FOUNDATION	-92.80628	31.80822
KMTJ	90.5	FM	COLUMBUS	MT	HI-LINE RADIO FELLOWSHIP INC.	-109.34239	45.19411
KPDE	91.5	FM	EDEN	TX	LA PROMESA FOUNDATION	-100.04694	31.36722
KSSZ	93.9	FM	FAYETTE	MO	ZIMMER RADIO OF MID-MISSOURI, INC	-92.48044	39.05781
KBAN	91.5	FM	DE RIDDER	LA	AMERICAN FAMILY ASSOCIATION	-93.04267	30.63631
KKDC	93.3	FM	DOLORES	CO	FOUR CORNERS BROADCASTING LLC	-108.52953	37.46556
WTNM	93.7	FM	COURTLAND	MS	TELESOUTH COMMUNICATIONS, INC.	-89.95008	34.46567
WLSM-FM	107.1	FM	LOUISVILLE	MS	WH PROPERTIES, INC.	-89.01867	33.12236
KNEK-FM	104.7	FM	WASHINGTON	LA	RADIO LICENSE HOLDING CBC, LLC	-92.114	30.42158
KWCL-FM	96.7	FM	OAK GROVE	LA	KWCL-FM BROADCASTING COMPANY, INC.	-91.35622	32.85903
KZLY	99.5	FM	IONE	OR	XANA OREGON, LLC	-119.43222	45.4865
KVVP	105.7	FM	LEESVILLE	LA	STANNARD BROADCASTING CO., INC.	-93.2785	31.00547
WFLA-FM	100.7	FM	MIDWAY	FL	CLEAR CHANNEL BROADCASTING LICENSES, INC.	-84.28683	30.49242
KEQB	97.7	FM	COBURG	OR	MCKENZIE RIVER BROADCASTING COMPANY, INC.	-123.11425	44.00178
WRHP	100.1	FM	ANNISTON	AL	ANNISTON SEVENTH-DAY ADVENTIST CHURCH	-85.81581	33.6815
WQJB	104.5	FM	STATE COLLEGE	MS	GEORGE S. FLINN,	-88.69422	33.36789
KRQT	107.1	FM	CASTLE ROCK	WA	BICOASTAL MEDIA LICENSES IV, LLC	-123.09706	46.33814
WRUP	98.3	FM	PALMER	MI	MEDIABREW COMMUNICATIONS MARQUETTE LLC	-87.62097	46.60383
KDPR	89.9	FM	DICKINSON	ND	PRAIRIE PUBLIC BROADCASTING, INC.	-102.916	46.72611
KLTD	101.7	FM	TEMPLE	TX	TOWNSQUARE MEDIA KILLEEN-TEMPLE LICENSE, LLC	-97.39222	31.2735
KVHU	95.3	FM	JUDSONIA	AR	GEORGE S. FLINN,	-91.48875	35.22814
KCRX-FM	102.3	FM	SEASIDE	OR	OMG FCC LICENSES LLC	-123.93844	45.95281
WVLC	99.9	FM	MANNSVILLE	KY	SHORELINE COMMUNICATIONS, INC.	-85.1905	37.16783
WLTC	103.7	FM	CUSSETA	GA	PMB BROADCASTING, LLC	-84.88547	32.45792
WGHJ	105.3	FM	FAIR BLUFF	NC	AUGUSTA RADIO FELLOWSHIP INSTITUTE	-78.80225	34.28378
KSLV-FM	96.5	FM	DEL NORTE	CO	SAN LUIS VALLEY BROADCASTING, INC.	-106.58892	37.72972
WELL-FM	88.7	FM	WAVERLY	AL	ALABAMA CHRISTIAN RADIO, INC.	-85.49828	32.73653
WLXQ	99.1	FM	GREENSBORO	AL	EDUCATIONAL MEDIA FOUNDATION	-87.61472	32.87792
KBFC	93.5	FM	FORREST CITY	AR	FORREST CITY BROADCASTING CO., INC.	-90.91733	34.85481
WOAP	1080	AM	OWOSSO	MI	CANO'S BROADCASTING, LLC	-84.16944	43.01694
KPNS	1350	AM	DUNCAN	OK	MOLLMAN MEDIA, INC.	-97.96806	34.51194
WDUZ-FM	107.5	FM	BRILLION	WI	CUMULUS LICENSING LLC	-87.98539	44.35889
WOGB	103.1	FM	REEDSVILLE	WI	CUMULUS LICENSING LLC	-87.98539	44.35889
WMJW	107.5	FM	ROSEDALE	MS	RADIO CLEVELAND, INC.	-90.84953	33.94675
KIBT	96.1	FM	FOUNTAIN	CO	AMFM TEXAS LICENSES LLC	-104.86219	38.74553
KGRR	97.3	FM	EPWORTH	IA	RADIO DUBUQUE, INC.	-90.77792	42.45806
WOUF	100.7	FM	BEAR LAKE	MI	N CONTENT MARKETING, LLC	-86.16064	44.61056
WHHT	103.7	FM	CAVE CITY	KY	NEWBERRY BROADCASTING, INC.	-86.00219	36.95947
K239AE	95.7	FM	BUENA VISTA, ETC	CO	THE COLORADO COLLEGE	-106.01111	38.44664
KTWF	95.5	FM	SCOTLAND	TX	LKCM RADIO GROUP, L.P.	-98.61306	33.68444
KBZO	1460	AM	LUBBOCK	TX	ENTRAVISION HOLDINGS, LLC	-101.82306	33.54722
KREZ	104.7	FM	CHAFFEE	MO	WITHERS BROADCASTING COMPANY OF MISSOURI, LLC	-89.48314	37.16283
KQOR	105.3	FM	MENA	AR	OUACHITA BROADCASTING, INC.	-94.30606	34.54511
KSBH	94.9	FM	COUSHATTA	LA	KSBH, L.L.C.	-93.21683	31.85958
WJOD	103.3	FM	ASBURY	IA	TOWNSQUARE MEDIA DUBUQUE LICENSE, LLC	-90.57014	42.40444
KZFT	90.5	FM	FANNETT	TX	AMERICAN FAMILY ASSOCIATION	-94.13517	29.89272
KPCH	99.3	FM	RUSTON	LA	RED PEACH LLC	-92.67625	32.48153
KLFJ	105.3	FM	HOXIE	AR	EDUCATIONAL MEDIA FOUNDATION	-91.04567	36.06008
KAKV	88.9	FM	EL DORADO	AR	EDUCATIONAL MEDIA FOUNDATION	-92.7085	33.20847
WYFQ-FM	93.5	FM	WADESBORO	NC	BIBLE BROADCASTING NETWORK, INC.	-80.31033	35.04931
KQNK-FM	106.7	FM	NORTON	KS	DIERKING COMMUNICATIONS, INC.	-99.89178	39.7975
KCMC-FM	94.3	FM	VIOLA	AR	HIGH PLAINS RADIO NETWORK, LLC	-91.97819	36.32506
WMRK-FM	107.9	FM	SHORTER	AL	ALEXANDER BROADCASTING COMPANY, LLC	-86.05164	32.35264
WCTB	93.5	FM	FAIRFIELD	ME	MOUNTAIN WIRELESS, INC.	-69.69169	44.74506
WOKD-FM	91.1	FM	DANVILLE	VA	POSITIVE ALTENATIVE RADIO INC	-79.385	36.74178
KOMX	100.3	FM	PAMPA	TX	PAMPA BROADCASTERS, INC.	-100.95264	35.57756
KKBB	99.3	FM	BAKERSFIELD	CA	ALPHA MEDIA LICENSEE LLC	-119.02122	35.45911
WWBD	94.7	FM	SUMTER	SC	COMMUNITY BROADCASTERS, LLC	-80.21397	34.04906
KXNO-FM	106.3	FM	ANKENY	IA	CITICASTERS LICENSES, INC.	-93.59633	41.67917
KRUE	92.1	FM	WASECA	MN	MAIN STREET BROADCASTING, INC.	-93.38411	44.04553
WGAD	930	AM	RAINBOW CITY	AL	GADSDEN RADIO MEDIA, LLC	-86.0375	33.98556
WHQX	107.7	FM	GARY	WV	FIRST MEDIA SERVICES, LLC	-81.59483	37.13372
KPWW	95.9	FM	HOOKS	TX	TOWNSQUARE MEDIA TEXARKANA LICENSE, LLC	-94.18322	33.45706
WDYF	90.3	FM	DOTHAN	AL	FAITH BROADCASTING, INC.	-85.60161	31.32489
KTCM	97.3	FM	MADISON	MO	ALPHA MEDIA LICENSEE LLC	-92.16997	39.44597
KFLI	104.7	FM	DES ARC	AR	_	-91.67236	35.00647
WPFL	105.1	FM	CENTURY	FL	TRI-COUNTY BROADCASTING, INC.	-87.26803	31.11933
WKDZ-FM	106.5	FM	CADIZ	KY	HAM BROADCASTING COMPANY, INC.	-87.63583	36.80811
KCLI-FM	99.3	FM	CORDELL	OK	WRIGHT BROADCASTING SYSTEMS, INC.	-98.98897	35.44533
KJJM	100.5	FM	BAKER	MT	NEWELL MEDIA, LLC	-104.2105	46.50556
WZZU	97.9	FM	LYNCHBURG	VA	WVJT, LLC	-79.19364	37.56292
WKOZ-FM	98.3	FM	CARTHAGE	MS	JOHNNY BOSWELL RADIO LLC	-89.34756	32.83347
KMJI	93.3	FM	ASHDOWN	AR	TOWNSQUARE MEDIA TEXARKANA LICENSE, LLC	-94.2075	33.50422
WOWF	102.5	FM	CROSSVILLE	TN	PEG BROADCASTING , LLC	-84.97161	36.02172
KGDN	101.3	FM	PASCO	WA	THOMAS W. READ	-119.19444	46.09625
WEGS	91.7	FM	MILTON	FL	FLORIDA PUBLIC RADIO, INC.	-87.08664	30.62242
WPNG	101.9	FM	PEARSON	GA	BROADCAST SOUTH, LLC	-82.86486	31.32686
KZTK	103.9	FM	ARTHUR	ND	VISION MEDIA INCORPORATED	-97.32508	47.12219
KBON	101.1	FM	MAMOU	LA	ROSE ANN MARX	-92.26653	30.49742
KQXE	91.1	FM	EASTLAND	TX	CSSI NON-PROFIT EDUCATIONAL BROADCASTING CORPORATION	-98.80978	32.47722
WCBL-FM	99.1	FM	GRAND RIVERS	KY	FREELAND BROADCASTING CO., INC.	-88.35947	37.11311
KLWN	1320	AM	LAWRENCE	KS	GREAT PLAINS MEDIA, INC.	-95.28667	38.93472
KBEK	95.5	FM	MORA	MN	GENESIS TECHNOLOGY COMMUNICATION LLC	-93.38022	45.74244
WKFV	107.3	FM	CLINTON	NC	EDUCATIONAL MEDIA FOUNDATION	-78.58833	35.12711
KGRA	98.9	FM	JEFFERSON	IA	M&M BROADCASTING, INC.	-94.52025	41.98164
WYRD-FM	106.3	FM	SIMPSONVILLE	SC	ENTERCOM LICENSE, LLC	-82.16622	34.84261
WBYP	107.1	FM	BELZONI	MS	ZOO-BEL BROADCASTING, LLC	-90.63092	33.05125
WCUE	1150	AM	CUYAHOGA FALLS	OH	FAMILY STATIONS, INC.	-81.52361	41.20139
WBTG-FM	106.3	FM	SHEFFIELD	AL	SLATTON & ASSOCIATES BROADCASTERS, INC.	-87.79697	34.69286
KCEC-FM	104.5	FM	WELLTON	AZ	CHAVEZ RADIO GROUP	-114.33797	32.67281
WRYD	97.7	FM	JEMISON	AL	TBTA MINISTRIES	-86.85056	32.98206
WAKR	1590	AM	AKRON	OH	RUBBER CITY RADIO GROUP, INC.	-81.50556	41.02056
KGPQ	99.9	FM	MONTICELLO	AR	PINES BROADCASTING, INC.	-91.81567	33.73036
KRQB	96.1	FM	SAN JACINTO	CA	ESTRELLA RADIO LICENSE OF CALIFORNIA LLC	-116.96947	34.03694
KUZN	105.9	FM	CENTERVILLE	TX	ALELUYA BROADCASTING NETWORK	-95.89522	31.28239
WJOG	91.3	FM	GOOD HART	MI	MICHIGAN COMMUNITY RADIO	-85.03639	45.50875
WUUU	98.9	FM	FRANKLINTON	LA	PITTMAN BROADCASTING SERVICES, LLC.	-90.20119	30.73686
KCKP	100.9	FM	LAURIE	MO	LAKE AREA EDUCATIONAL BROADCASTING FOUNDATION	-92.73658	38.10892
WDMV	700	AM	WALKERSVILLE	MD	BIRACH BROADCASTING CORPORATION	-77.32417	39.4575
WTWX-FM	95.9	FM	GUNTERSVILLE	AL	GUNTERSVILLE BROADCASTING COMPANY, INC.	-86.27942	34.33731
KQSF	95.7	FM	DELL RAPIDS	SD	MIDWEST COMMUNICATIONS, INC.	-96.80783	43.76331
KCCV-FM	92.3	FM	OLATHE	KS	BOTT BROADCASTING COMPANY	-94.84497	38.93611
KQUE-FM	88.1	FM	BAY CITY	TX	ALELUYA BROADCASTING NETWORK	-96.12581	28.80108
WJDB-FM	95.5	FM	THOMASVILLE	AL	GRIFFIN BROADCASTING CORPORATION	-87.76192	31.74042
KTPG	99.3	FM	PARAGOULD	AR	GEORGE S. FLINN,	-90.62039	35.90897
KHMR	104.3	FM	LOVELADY	TX	KM RADIO OF LOVELADY LLC	-95.49244	31.19186
KOME-FM	95.5	FM	TOLAR	TX	CHISHOLM TRAIL COMMUNICATIONS LLC	-98.02306	32.27553
KLJA	107.7	FM	GEORGETOWN	TX	UNIVISION RADIO STATIONS GROUP, INC.	-97.64278	30.62297
KAJO	1270	AM	GRANTS PASS	OR	GRANTS PASS BROADCASTING CORPORATION	-123.3575	42.43778
KNLT	95.5	FM	PALMER	AK	JOSHUA G. FRYFOGLE	-149.26719	61.69417
WHXT	103.9	FM	SWANSEA	SC	ALPHA MEDIA LICENSEE LLC	-81.04869	33.80961
KRSS	93.5	FM	TARKIO	MO	RADIO FREE MINISTRIES, INC.	-95.18442	40.51972
KHCR	99.5	FM	BISMARCK	MO	LIGHT COMMUNICATIONS, LLC	-90.62594	37.64783
KEMJ	101.5	FM	ST. JAMES	MN	SUBARCTIC MEDIA, LLC	-94.60025	43.87411
KRYP	93.1	FM	GLADSTONE	OR	SALEM MEDIA OF OREGON, INC.	-122.69564	45.48872
KXFC	105.5	FM	COALGATE	OK	THE CHICKASAW NATION	-96.38833	34.69536
WGAY	105.7	FM	SUGARLOAF KEY	FL	MAGNUM BROADCASTING, INC.	-81.51064	24.67708
KYBE	95.7	FM	FREDERICK	OK	HIGH PLAINS RADIO NETWORK, LLC	-99.24711	34.41481
KAIR-FM	93.7	FM	HORTON	KS	KNZA INC.	-95.31497	39.62858
KTTN-FM	92.3	FM	TRENTON	MO	LUEHRS BROADCASTING COMPANY, INC.	-93.55856	40.08333
WDEC-FM	94.7	FM	AMERICUS	GA	SUMTER BROADCASTING CO., INC.	-84.31461	31.89792
WWMG	97.1	FM	MILLBROOK	AL	CAPSTAR TX, LLC	-86.28775	32.33514
WMNA-FM	106.3	FM	HALIFAX	VA	3 DAUGHTERS MEDIA, INC.	-79.09197	36.97292
WJXR	92.1	FM	MACCLENNY	FL	NORSAN WJXR, LLC	-82.01508	30.29856
WJAD	103.5	FM	LEESBURG	GA	CUMULUS LICENSING LLC	-84.05878	31.67183
KTWL	105.3	FM	HEMPSTEAD	TX	ROY E. HENDERSON	-96.028	30.3055
WEUP-FM	103.1	FM	MOULTON	AL	HUNDLEY BATTS, SR. & VIRGINIA CAPLES	-87.10556	34.45231
WAWS	107.3	FM	CLAXTON	GA	EDUCATIONAL MEDIA FOUNDATION	-81.90178	32.16714
WIHB-FM	96.5	FM	GRAY	GA	AMFM RADIO LICENSES, L.L.C.	-83.79964	32.97542
WKZB	97.9	FM	NEWTON	MS	BURKE BROADCASTING, LLC	-88.91394	32.36597
KSCV	90.1	FM	SPRINGFIELD	MO	COMMUNITY BROADCASTING, INC.	-93.15297	37.29478
WDAR-FM	105.5	FM	DARLINGTON	SC	AMFM RADIO LICENSES, L.L.C.	-79.88783	34.31628
WTKN	94.5	FM	MURRELLS INLET	SC	BYRNE ACQUISITION GROUP, LLC	-79.22033	33.55378
KSFC	91.9	FM	SPOKANE	WA	SPOKANE PUBLIC RADIO, INC.	-117.50744	47.81322
KWXD	103.5	FM	ASBURY	MO	MY TOWN MEDIA INC	-94.67856	37.39558
WWOJ	99.1	FM	AVON PARK	FL	COHAN RADIO GROUP, INC.	-81.53147	27.51114
KSSE	107.1	FM	ARCADIA	CA	ENTRAVISION HOLDINGS, LLC	-118.02811	34.18083
WLFE	90.9	FM	CUTLER BAY	FL	CALVARY CHAPEL OF KENDALL, INC.	-80.40422	25.32567
KPTJ	104.5	FM	GRAPE CREEK	TX	LA UNICA BROADCASTING CO.	-100.57242	31.43864
KNEC	100.9	FM	YUMA	CO	MEDIA LOGIC LLC	-102.76022	40.00917
WPDT	105.1	FM	COWARD	SC	COMMUNITY BROADCASTERS, LLC	-79.83839	33.91517
WIQQ	102.1	FM	LELAND	MS	DELTA RADIO NETWORK, LLC	-90.84178	33.46956
KOPW	106.9	FM	PLATTSMOUTH	NE	NRG LICENSE SUB, LLC	-95.76194	41.15497
KQRX	95.1	FM	MIDLAND	TX	BRAZOS COMMUNICATIONS WEST, LLC	-102.29458	32.05261
WKPO	105.9	FM	SOLDIERS GROVE	WI	ROBINSON MEDIA CORPORATION	-90.81539	43.57386
KMSN	104.1	FM	MASON	TX	TOWNSHIP MEDIA, LLC	-99.29867	30.77656
KRAO-FM	102.5	FM	COLFAX	WA	INLAND NORTHWEST BROADCASTING, LLC	-117.17322	46.86211
KSAL-FM	104.9	FM	SALINA	KS	ROCKING M MEDIA, LLC	-97.72114	38.87667
WFMN	97.3	FM	FLORA	MS	WFMN RADIO, INC.	-90.25897	32.45597
KIOX-FM	96.1	FM	EDNA	TX	GLOBECOM MEDIA, LLC	-96.45553	29.10164
KCNO	94.5	FM	ALTURAS	CA	EDI MEDIA, INC.	-120.41633	41.56378
WYNA	104.9	FM	CALABASH	NC	AMFM RADIO LICENSES, L.L.C.	-78.77139	33.82222
KDLB	94.5	FM	FRAZEE	MN	RADIO FARGO-MOORHEAD, INC.	-95.77333	46.80667
KCNY	107.1	FM	GREENBRIER	AR	CRAIN MEDIA GROUP, LLC	-92.31986	35.29647
KNGM	88.9	FM	GUYMON	OK	GREAT PLAINS CHRISTIAN RADIO, INC.	-101.46961	36.67364
WLXB	98.9	FM	BETHEL	NC	EDUCATIONAL MEDIA FOUNDATION	-77.38136	35.79156
KHIM	97.7	FM	MANGUM	OK	FUCHS RADIO L.L.C.	-99.41008	34.97756
KDMG	103.1	FM	BURLINGTON	IA	PRITCHARD BROADCASTING CORPORATION	-91.25431	40.73447
WBYA	105.5	FM	ISLESBORO	ME	WBIN MEDIA CO., INC.	-68.96947	44.31619
KZWA	104.9	FM	MOSS BLUFF	LA	B & C BROADCASTING LTD	-93.13906	30.45436
WLNH-FM	98.3	FM	LACONIA	NH	WBIN MEDIA CO., INC.	-71.36869	43.51703
KVYL	93.7	FM	MOHAVE VALLEY	AZ	BIG RIVER BROADCASTING LLC	-114.36661	35.03278
KIRS	107.7	FM	STOCKTON	MO	VCY AMERICA, INC.	-93.878	37.52339
KPYV	1340	AM	OROVILLE	CA	RADIO SANTISIMO SACRAMENTO, INC.	-121.59833	39.50889
KVCY	104.7	FM	FORT SCOTT	KS	VCY AMERICA, INC.	-94.72358	37.87864
WQSI	93.9	FM	UNION SPRINGS	AL	TIGER COMMUNICATIONS, INC.	-85.67106	32.31792
WIBX	950	AM	UTICA	NY	TOWNSQUARE MEDIA LICENSEE OF UTICA/ROME, INC.	-75.34194	43.10333
KZZK	105.9	FM	NEW LONDON	MO	STARADIO CORP.	-91.40542	39.73006
WNUX	89.7	FM	MONTGOMERY	WV	THE SAINT THOMAS MORE CATHOLIC LAWYERS SOCIETY, INC.	-81.30778	37.9475
WBMH	106.1	FM	GROVE HILL	AL	PINE CITY RADIO, LLC	-87.91611	31.72517
KPWB-FM	104.9	FM	PIEDMONT	MO	DOCKINS BROADCAST GROUP, LLC	-90.66372	37.19308
WLGC-FM	105.7	FM	GREENUP	KY	GREENUP COUNTY BROADCASTING, INC.	-82.856	38.59564
KZFR	90.1	FM	CHICO	CA	GOLDEN VALLEY COMMUNITY BROADCASTERS	-121.62747	39.80681
KTNT	102.5	FM	EUFAULA	OK	K95.5, INC.	-95.61497	35.10261
WOEZ	93.7	FM	BURTON	SC	SAGA SOUTH COMMUNICATIONS, LLC	-80.475	32.41972
KXCA	1050	AM	LAWTON	OK	MOLLMAN MEDIA, INC.	-98.35278	34.59083
KLRS	89.7	FM	LODI	CA	EDUCATIONAL MEDIA FOUNDATION	-121.50606	38.27158
KVAS-FM	103.9	FM	ILWACO	WA	OMG FCC LICENSES LLC	-123.80375	46.18206
WWMR	102.9	FM	SALTILLO	MS	FLINN III, GEORGE S	-88.54006	34.40928
KJAZ	94.1	FM	POINT COMFORT	TX	S CONTENT MARKETING, LLC	-96.45247	28.68861
KJJB	95.3	FM	EAGLE LAKE	TX	CENTRO CRISTIANO DE VIDA ETERNA	-96.49775	29.59969
WVPA	88.5	FM	ST. JOHNSBURY	VT	VERMONT PUBLIC RADIO	-71.89342	44.57086
WUFR	91.1	FM	BEDFORD	PA	FAMILY STATIONS, INC.	-78.57333	40.2945
KHMD	104.7	FM	MANSFIELD	LA	HOUSTON CHRISTIAN BROADCASTERS, INC.	-93.89964	31.96378
WORG	100.3	FM	ELLOREE	SC	EDUCATIONAL MEDIA FOUNDATION	-80.68453	33.36181
KVLX	103.9	FM	FRANKLIN	TX	EDUCATIONAL MEDIA FOUNDATION	-96.54164	30.88492
WGLR-FM	97.7	FM	LANCASTER	WI	QUEENB RADIO WISCONSIN, INC.	-90.70319	42.86333
KKDQ	99.3	FM	THIEF RIVER FALLS	MN	IOWA CITY BROADCASTING COMPANY, INC.	-96.37339	48.05608
KAJE	107.3	FM	INGLESIDE	TX	ICA RADIO, LTD.	-97.21889	27.86753
KPUS	104.5	FM	GREGORY	TX	ICA RADIO, LTD.	-97.21889	27.86753
WTUP-FM	99.3	FM	GUNTOWN	MS	IHM LICENSES, LLC	-88.59117	34.36289
KKRS	97.3	FM	DAVENPORT	WA	PENFOLD COMMUNICATIONS, INC.	-117.89161	47.58708
KTLB	105.9	FM	TWIN LAKES	IA	ALPHA 3E LICENSEE LLC	-94.67914	42.53553
WKMJ-FM	93.5	FM	HANCOCK	MI	J & J BROADCASTING, INC.	-88.56983	47.10158
WPSU	91.5	FM	STATE COLLEGE	PA	THE PENNSYLVANIA STATE UNIVERSITY	-77.97417	40.91978
KDKD-FM	95.3	FM	CLINTON	MO	RADFORD MEDIA GROUP, LLC	-93.91856	38.37169
KGVE	99.3	FM	GROVE	OK	CALEB CORPORATION	-94.88661	36.68425
KFFF	93.3	FM	BENNINGTON	NE	CAPSTAR TX, LLC	-95.96444	41.25722
WAAO-FM	93.7	FM	ANDALUSIA	AL	THREE NOTCH COMMUNICATIONS, LLC	-86.46744	31.34072
KKIK	106.5	FM	HORSESHOE BEND	AR	WRD ENTERTAINMENT, INC.	-91.92319	36.25617
KKID	92.9	FM	SALEM	MO	STEVEN K. WHEELER AND JILL E. WHEELER	-91.47319	37.72922
WMQA-FM	95.9	FM	MINOCQUA	WI	RAVEN LICENSE SUB, LLC	-89.72125	45.82189
WDWG	98.5	FM	ROCKY MOUNT	NC	FIRST MEDIA RADIO, LLC	-77.83469	35.91211
KQIE	104.7	FM	REDLANDS	CA	LC MEDIA LP	-116.96947	34.03694
KSJI	91.1	FM	ST. JOSEPH	MO	LAKE AREA EDUCATIONAL BROADCASTING FOUNDATION	-94.79025	39.73417
KZNP	90.7	FM	MULLAN	ID	HI-LINE RADIO FELLOWSHIP, INC.	-115.65903	47.45464
KBRI	104.1	FM	CLARENDON	AR	EAST ARKANSAS BROADCASTERS, INC.	-91.21317	34.67508
KSML	1260	AM	DIBOLL	TX	KASA FAMILY LIMITED PARTNERSHIP	-94.71889	31.36472
WOKI	98.7	FM	OLIVER SPRINGS	TN	RADIO LICENSE HOLDING CBC, LLC	-84.06214	36.11342
WGDN-FM	103.1	FM	GLADWIN	MI	APPLE BROADCASTING COMPANY, INC.	-84.54972	43.95475
KVIC	104.7	FM	VICTORIA	TX	VICTORIA RADIOWORKS, LLC	-96.94164	28.78222
KENE	88.1	FM	EAGLE TAIL	NM	EASTERN NEW MEXICO UNIVERSITY	-104.41442	36.68308
WAER	88.3	FM	SYRACUSE	NY	SYRACUSE UNIVERSITY	-76.13103	43.03367
WCNA	95.9	FM	POTTS CAMP	MS	TELESOUTH COMMUNICATIONS, INC.	-89.10339	34.59758
KKIA	92.9	FM	IDA GROVE	IA	COMMUNITY FIRST BROADCASTING, LLC	-95.29472	42.48969
KNES	99.1	FM	FAIRFIELD	TX	J & J COMMUNICATIONS, INC.	-96.02303	31.68211
KZRX	92.1	FM	DICKINSON	ND	IHM LICENSES, LLC	-102.73242	46.93583
WTCH	960	AM	SHAWANO	WI	RESULTS BROADCASTING INC.	-88.63111	44.78083
KYOO-FM	99.1	FM	HALF WAY	MO	BENNE BROADCASTING OF BOLIVAR, LLC	-93.26183	37.76142
WTJS	93.1	FM	ALAMO	TN	GRACE BROADCASTING SERVICES, INC.	-89.05978	35.72453
KJCM	100.3	FM	SNYDER	OK	FUCHS RADIO L.L.C.	-99.14864	34.69525
KUJZ	95.3	FM	CRESWELL	OR	CUMULUS LICENSING LLC	-123.11361	44.00083
WQUA	102.1	FM	CITRONELLE	AL	FAMILY WORSHIP CENTER CHURCH, INC.	-88.39753	31.08461
KSFE	96.7	FM	GRANTS	NM	VANGUARD MEDIA LLC	-107.59669	35.25308
KDSK-FM	92.7	FM	GRANTS	NM	KD RADIO, INC.	-107.59669	35.25308
WABF	1480	AM	MOBILE	AL	ETERNITY MEDIA GROUP WABF,	-88.07111	30.71972
WZDG	88.5	FM	SCOTTS HILL	NC	CAROLINA CHRISTIAN RADIO, INC.	-78.0825	34.50211
KIZS	101.5	FM	COLLINSVILLE	OK	CLEAR CHANNEL BROADCASTING LICENSES, INC.	-95.78581	36.33397
WWKT-FM	99.3	FM	KINGSTREE	SC	COMMUNITY BROADCASTERS, LLC	-79.99758	33.90211
WXOF	96.7	FM	YANKEETOWN	FL	WGUL-FM, INC.	-82.68872	29.02192
KWBP	90.1	FM	BIG PINE	CA	CEDAR BROADCASTING, INC.	-118.12119	36.97714
WTHG	104.7	FM	HINESVILLE	GA	WRGO-FM RADIO LLC D/B/A SAVANNAH RADIO	-81.74094	31.85522
WKSZ	95.9	FM	DE PERE	WI	WOODWARD COMMUNICATIONS INC	-87.98536	44.35886
KZGL	103.7	FM	FLAGSTAFF	AZ	MURPHY AIR, LLC	-111.59878	35.24028
KRTG	88.3	FM	CARTHAGE	TX	HOUSTON CHRISTIAN BROADCASTERS, INC.	-94.34578	31.8445
WHSY	950	AM	HATTIESBURG	MS	SUNBELT BROADCASTING CORPORATION	-89.33028	31.37583
KGSL	95.3	FM	WINONA	MN	LEIGHTON RADIO HOLDINGS, INC.	-91.67986	44.04189
WXKY	96.3	FM	STANFORD	KY	EDUCATIONAL MEDIA FOUNDATION	-84.86994	37.52425
KBHZ	91.9	FM	WILLMAR	MN	CHRISTIAN HERITAGE BROADCASTING, INC.	-94.89917	45.01108
WHAR	105.1	FM	HAVELOCK	NC	EDUCATIONAL MEDIA FOUNDATION	-76.88217	34.75211
WRRH	106.1	FM	HORMIGUEROS	PR	RENACER BROADCASTERS CORPORATION	-66.98056	18.14556
WBYB	98.3	FM	CLEVELAND	MS	JOHN H. & LYNN C. ALLEN	-90.70897	33.87983
KLXH	106.3	FM	THIBODAUX	LA	EDUCATIONAL MEDIA FOUNDATION	-90.69286	29.64797
WHLX	1590	AM	MARINE CITY	MI	LIGGETT COMMUNICATIONS, L.L.C.	-82.52083	42.72833
KUXX	105.7	FM	JACKSON	MN	COMMUNITY FIRST BROADCASTING, LLC	-94.96358	43.61494
KKJM	92.9	FM	ST. JOSEPH	MN	GABRIEL MEDIA	-94.37331	45.63856
KOEL-FM	98.5	FM	CEDAR FALLS	IA	TOWNSQUARE MEDIA WATERLOO LICENSE, LLC	-92.39742	42.44194
WWEV-FM	91.5	FM	CUMMING	GA	WAR HILL CHRISTIAN FELLOWSHIP, INC.	-84.15989	34.23703
WAZA	107.7	FM	LIBERTY	MS	NORTH SHORE BROADCASTING CO., INC.	-90.79817	31.28683
KULO	94.3	FM	ALEXANDRIA	MN	HBI RADIO ALEXANDRIA, LLC	-95.46781	45.94025
