callSign	frequency	type	city	state	name	longitude	latitude
W271BL	102.1	FM	KEWANEE	IL	VIRDEN BROADCASTING CORP.	-89.93486	41.22672
K265EH	100.9	FM	WAVERLY	IA	EDUCATIONAL MEDIA FOUNDATION	-92.37658	42.77247
K202AT	88.3	FM	ASPEN	CO	CARBONDALE COMMUNITY ACCESS RADIO, INC.	-106.81364	39.22108
K217EF	91.3	FM	DESERT CENTER	CA	THE ASSOCIATION FOR COMMUNITY EDUCATION, INC.	-115.45414	33.65503
K213DV	90.5	FM	PLEASANT HILL	IA	EDUCATIONAL MEDIA FOUNDATION	-93.53828	41.58889
W229AJ	93.7	FM	CLAXTON	GA	W. DANNY SWAIN D/B/A/ RADIO EVANS	-81.90178	32.16714
W256CF	99.1	FM	OWENSBORO	KY	TOWNSQUARE MEDIA OF EVANSVILLE/OWENSBORO, INC.	-87.11611	37.74144
KQXI	91.5	FM	GRANITE FALLS	WA	SPIRIT COMMUNICATIONS, INC.	-121.96514	48.08622
WSCS	90.9	FM	NEW LONDON	NH	SUGAR RIVER FOUNDATION, INC.	-71.97536	43.41144
K237FP	95.3	FM	DAVENPORT	IA	DAVENPORT EDUCATIONAL ASSOCIATION	-90.46556	41.54667
W220EK	91.9	FM	OLDSMAR	FL	RADIO TRAINING NETWORK, INC.	-82.76781	28.18261
W269DR	101.7	FM	PANAMA CITY	FL	LAURIE BROADCASTING, INC.	-85.78192	30.17908
W259DH	99.7	FM	ELBERTON	GA	GEORGIA-CAROLINA RADIOCASTING COMPANY, LLC	-82.88097	34.114
K212DX	90.3	FM	PONCA CITY, ETC.	OK	DAVID INGLES MINISTRIES, INC.	-97.16031	36.75975
WSLE	91.3	FM	SALEM	IL	AMERICAN FAMILY ASSOCIATION	-88.94478	38.62617
W232AN	94.3	FM	MARION	AL	GRACE BAPTIST TEMPLE	-87.30225	32.63597
WOPR	88.1	FM	MADISON	NC	CHURCH PLANTERS OF AMERICA	-79.78708	36.35131
W286AK	105.1	FM	NAPLES	FL	BEASLEY MEDIA GROUP LICENSES, LLC	-81.72119	26.12619
W246CK	97.1	FM	KISSIMMEE	FL	CLEAR CHANNEL BROADCASTING LICENSES, INC.	-81.38669	28.36725
K225BQ	92.9	FM	SANTA MARGARITA	CA	RADIO BILINGUE, INC.	-120.65544	35.36025
KBUU-LP	99.1	FM	MALIBU	CA	ZUMA BEACH FM EMERGENCY AND COMMUNITY BROADCASTERS	-118.78972	34.04058
W277CW	103.3	FM	NEW RICHMOND	WI	EDGEWATER BROADCASTING, INC.	-92.57214	45.08608
W277DW	103.3	FM	ELMIRA	NY	SOUTHERN BELLE, LLC	-76.79022	42.13092
K285FK	104.9	FM	WALKER	MN	SHINE THE LIGHT, INC	-94.58	47.09328
W288DX	105.5	FM	COVINGTON	GA	LIGHT MEDIA HOLDINGS, INC.	-83.97853	33.649
WGAS	1420	AM	SOUTH GASTONIA	NC	VICTORY CHRISTIAN CENTER, INC.	-81.20833	35.18278
K252BX	98.3	FM	GLENWOOD SPRINGS	CO	KRAYON'S WILD BASIN, LLC	-107.29753	39.54331
K217ER	91.3	FM	PATEROS, ETC.	WA	COMMUNITY LOG CHURCH	-119.982	48.01653
K248AT	97.5	FM	CRESTVIEW	CA	MONO COUNTY SERVICE AREA NO. 1	-118.65817	37.71269
K290AO	105.9	FM	TONOPAH	NV	WESTSIDE CHRISTIAN FELLOWSHIP A.V.	-117.22617	38.05186
K262BO	100.3	FM	MOAB	UT	BRANDT ELLIS PIERCE	-109.32539	38.52858
W295BD	106.9	FM	MOUNT STERLING	KY	GATEWAY RADIO WORKS, INC.	-83.83658	38.10228
KLGT-FM1	96.5	FM	BUFFALO	WY	LEGEND COMMUNICATIONS OF WYOMING, LLC	-106.72422	44.34719
KXUT-LP	101.7	FM	LOGAN	UT	WASATCH RADIO	-111.77481	41.78722
K253AD	98.5	FM	OCEANSIDE	CA	EDUCATIONAL MEDIA FOUNDATION	-117.20225	33.11114
K257FV	99.3	FM	SAN DIEGO	CA	KEVIN J. YOUNGERS	-117.20225	33.11114
K218EU	91.5	FM	NORTH SAN JUAN	CA	CSN INTERNATIONAL	-121.17744	39.38906
W236CZ	95.1	FM	COLUMBUS	OH	NORTH AMERICAN BROADCASTING COMPANY, INC.	-83.02769	39.97117
K246CK	97.1	FM	LAKE CHARLES	LA	EDUCATIONAL MEDIA FOUNDATION	-93.246	30.27964
W259CX	99.7	FM	MT. STERLING	KY	GATEWAY RADIO WORKS, INC.	-83.83658	38.10228
WULT	1540	AM	SANDSTON	VA	MOBILE RADIO PARTNERS, INC.	-77.34639	37.54417
K202CK	88.3	FM	CHILDRESS	TX	TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION	-100.21983	34.43894
WIFF	90.1	FM	WINDSOR	NY	CSN INTERNATIONAL	-75.70156	42.05283
WGTT	91.5	FM	EMERALDA	FL	BIBLE CLARITY	-81.79117	28.95247
KMRA	91.1	FM	MONAHANS	TX	TEMPLO PIEDRA ANGULAR	-102.99847	31.56567
K235CA	94.9	FM	SIOUX CITY	IA	KSUX/KSCJ RADIO BROADCASTING COMPANY, INC.	-96.41531	42.49417
KHRA-LP	94.1	FM	ANCHORAGE	AK	HOLY ROSARY ACADEMY	-149.69314	61.16106
K232FF	94.3	FM	CAPE GIRARDEAU	MO	COVENANT NETWORK	-89.59608	37.34944
K275BU	102.9	FM	WASHINGTON	MO	COVENANT NETWORK	-91.04111	38.48197
K242CU	96.3	FM	BROKEN BOW	NE	CUSTER COUNTY BROADCASTING COMPANY	-99.61786	41.39675
W267CH	101.3	FM	HICKORY	NC	RADIO TRAINING NETWORK, INC.	-81.27703	35.72236
K278CX	103.5	FM	BENSON	MN	HEADWATERS MEDIA, LLC	-95.56364	45.31831
W273DT	102.5	FM	NORFOLK	VA	COMMONWEALTH RADIO, L.L.C.	-76.20172	36.81606
KJVL	88.1	FM	HUTCHINSON	KS	GREAT PLAINS CHRISTIAN RADIO, INC.	-97.93089	38.05444
K236BR	95.1	FM	WACO	TX	CITICASTERS LICENSES, INC.	-97.19583	31.51433
K220HG	91.9	FM	ELKO	NV	CSN INTERNATIONAL	-115.84394	40.92881
K254CA	98.7	FM	GUADALUPE	CA	RADIO BILINGUE, INC.	-120.59128	34.89775
K281DB	104.1	FM	DAVENPORT	IA	TOWNSQUARE MEDIA QUAD CITIES LICENSE, LLC	-90.51819	41.38864
W270AF	101.9	FM	MURFREESBORO	TN	THE RUTHERFORD GROUP, INC.	-86.39083	35.84061
W246DU	97.1	FM	DU QUOIN	IL	DU QUOIN BROADCASTING COMPANY, A GENERAL PARTNERSHIP	-89.24175	38.03228
WUAT	1110	AM	PIKEVILLE	TN	WUAT, LLC	-85.18722	35.605
WZBK	1220	AM	KEENE	NH	SAGA COMMUNICATIONS OF NEW ENGLAND, LLC	-72.3	42.93056
K207AY	89.3	FM	ST. ROBERT	MO	LAKE AREA EDUCATIONAL BROADCASTING FOUNDATION	-92.13847	37.81364
K220HT	91.9	FM	ST. LOUIS	MO	CSN INTERNATIONAL	-90.20067	38.68144
K263BK	100.5	FM	JOPLIN	MO	COMMUNITY BROADCASTING, INC.	-94.53772	37.077
W262BY	100.3	FM	PEORIA	IL	MIDWEST COMMUNICATIONS, INC.	-89.51119	40.72281
K209DT	89.7	FM	EL DORADO	AR	FAMILY WORSHIP CENTER CHURCH, INC.	-92.70461	33.21153
W276CZ	103.1	FM	SAGINAW	MI	EDGEWATER BROADCASTING, INC.	-84.17803	43.03086
K255DL	98.9	FM	ELK CITY	OK	TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION	-99.49703	35.42922
WDFB-FM	88.1	FM	DANVILLE	KY	ALUM SPRINGS EDUCATIONAL CORPORATION	-84.83856	37.59617
K220FP	91.9	FM	ELK CITY	OK	AMERICAN FAMILY ASSOCIATION	-99.46036	35.45031
K265DT	100.9	FM	CHICKASHA	OK	EDUCATIONAL MEDIA FOUNDATION	-98.02922	34.9895
K257AU	99.3	FM	PAONIA	CO	CCR-MONTROSE IV, LLC	-107.66183	38.8745
WJEE	90.1	FM	BOLIVAR	OH	DENNY AND MARGE HAZEN MINISTRIES, INC.	-81.35206	40.65783
WYFY	88.1	FM	CAMBRIDGE	OH	BIBLE BROADCASTING NETWORK, INC.	-81.55233	40.02703
K222AE	92.3	FM	MORGAN	MN	MINN-IOWA CHRISTIAN BROADCASTING, INC.	-94.92694	44.415
K273CC	102.5	FM	MOUNT PLEASANT	IA	M AND H BROADCASTING, INC.	-91.71017	41.30503
W266BN	101.1	FM	OLEAN	NY	FAMILY LIFE MINISTRIES, INC.	-78.42003	42.05117
W290DF	105.9	FM	MAYFIELD	KY	BRISTOL BROADCASTING COMPANY, INC.	-88.64722	36.76611
K276CO	103.1	FM	FAYETTEVILLE	AR	THE BAKER FAMILY TRUST	-94.18714	36.14731
K241CT	96.1	FM	OCEANSIDE	CA	NEW INSPIRATION BROADCASTING COMPANY, INC.	-117.20225	33.11114
W258DP	99.5	FM	HERRIN	IL	MRR LICENSE LLC	-89.02786	37.8345
KBYR-FM	91.5	FM	REXBURG	ID	BRIGHAM YOUNG UNIVERSITY - IDAHO	-111.77914	43.81714
K218EY	91.5	FM	MORGAN CITY	LA	FAMILY WORSHIP CENTER CHURCH, INC.	-91.29539	29.658
KZFX	93.7	FM	RIDGECREST	CA	POST ROCK COMMUNICATIONS	-117.67117	35.62217
W225CD	92.9	FM	KINSTON	NC	EASTERN AIRWAVES, LLC	-77.66442	35.28433
W230CH	93.9	FM	ROANOKE	VA	CALVARY CHAPEL OF LYNCHBURG	-80.08183	37.25169
W261DT	100.1	FM	KINSTON	NC	EASTERN AIRWAVES, LLC	-77.66442	35.28433
W287DA	105.3	FM	PENSACOLA	FL	PENSACOLA RADIO CORPORATION	-87.24053	30.45269
W292CI	106.3	FM	WINCHESTER	VA	POSITIVE ALTERNATIVE RADIO, INC.	-78.02914	38.93397
WOBC-FM	91.5	FM	OBERLIN	OH	OBERLIN COLLEGE BROADCASTING, INC.	-82.22208	41.29392
K219CX	91.7	FM	ATOKA	OK	COVENANT NETWORK	-96.11306	34.37258
K208ET	89.5	FM	TONOPAH	NV	CSN INTERNATIONAL	-117.22589	38.05158
W290CD	105.9	FM	DARLINGTON	SC	AMFM RADIO LICENSES, L.L.C.	-79.88783	34.31628
W286AU	105.1	FM	KALAMAZOO	MI	KALAMAZOO BROADCASTING COMPANY, INC.	-85.615	42.31447
K292GR	106.3	FM	BURLINGTON	IA	WESTERN ILLINOIS UNIVERSITY	-91.1175	40.81972
K205DK	88.9	FM	YUCCA VALLEY	CA	ONDAS DE VIDA, INC.	-116.34306	34.08194
K225BP	92.9	FM	DES MOINES	IA	CSN INTERNATIONAL	-93.59633	41.67917
W226CN	93.1	FM	VINTON	VA	TINKER CREEK BROADCASTERS, INC.	-80.08183	37.25169
W285FY	104.9	FM	PENSACOLA	FL	CUMULUS LICENSING LLC	-87.35861	30.60556
KKML	90.9	FM	MINDEN	LA	FAMILY LIFE EDUCATIONAL FOUNDATION	-93.27017	32.53208
W225DE	92.9	FM	MASSENA	NY	STEPHENS MEDIA GROUP MASSENA,	-74.88353	44.90311
K227CO	93.3	FM	LOGAN	UT	FRANDSEN MEDIA GROUP, LLC	-111.79244	41.81214
K230AX	93.9	FM	WENATCHEE, ETC.	WA	DR. MIKE ISENHART	-120.24061	47.509
K234AY	94.7	FM	RUSTON	LA	HOUSTON CHRISTIAN BROADCASTERS, INC.	-92.68108	32.53914
KJCU	89.9	FM	FORT BRAGG	CA	CSN INTERNATIONAL	-123.73389	39.44294
K282BF	104.3	FM	ODESSA	TX	SAMANTHA BARRIENTOS	-102.32875	31.86153
W264DD	100.7	FM	VERNON	AL	DAVID M. BAUGHN	-88.03197	33.85428
K285FE	104.9	FM	REDDING	CA	SMG-REDDING, LLC	-121.90747	40.48847
W225CL	92.9	FM	OWENSBORO	KY	HANCOCK COMMUNICATIONS, INC.	-87.15889	37.77506
W254CC	98.7	FM	OWENSBORO	KY	HANCOCK COMMUNICATIONS, INC.	-87.15889	37.77506
K299BZ	107.7	FM	CADDO MILLS	TX	E RADIO NETWORK LLC	-96.16247	33.03372
W268DB	101.5	FM	PLANO	IL	NELSON MULTIMEDIA, INC	-88.57619	41.66531
W234DA	94.7	FM	WEST PALM BEACH	FL	RADIO FIESTA, INC.	-80.07558	26.79978
W234DM	94.7	FM	SELMA	AL	SCOTT COMMUNICATIONS, INC.	-87.05444	32.47236
K275CK	102.9	FM	MUSKOGEE	OK	GRUPO TELETUL MULTIMEDIA, LLC	-95.37761	35.78286
WRUV	90.1	FM	BURLINGTON	VT	THE UNIVERSITY OF VERMONT	-73.2015	44.48031
K220GE	91.9	FM	LEVAN, ETC.	UT	UTAH STATE UNIVERSITY OF AGRICULTURE AND APPLIED SCIENCE	-111.82853	39.49189
W278BE	103.5	FM	UNION	SC	UNION-CAROLINA BROADCASTING CO.	-81.64536	34.78178
K216EE	91.1	FM	MINOT	ND	REAL PRESENCE RADIO	-101.35333	48.27917
K205FR	88.9	FM	VICTORIA	TX	THE WORSHIP CENTER OF KINGSVILLE	-96.95497	28.7725
W277CT	103.3	FM	PETERSBURG	VA	RICHMOND CHRISTIAN RADIO CORPORATION	-77.39417	37.25847
W284CS	104.7	FM	MIAMI	FL	CLEAR CHANNEL BROADCASTING LICENSES, INC.	-80.222	25.96897
K279CR	103.7	FM	OKLAHOMA CITY	OK	TYLER MEDIA L.L.C.	-97.49197	35.54756
K221GL	92.1	FM	PRESCOTT	AZ	JOHN C. FAICK	-112.53378	34.49003
KROQ-FM1	106.7	FM	SANTA CLARITA	CA	ENTERCOM LICENSE, LLC	-118.59981	34.32997
K268DO	101.5	FM	JASPER	TX	CROSSTEXAS MEDIA, INC.	-93.97019	30.91964
W280GB	103.9	FM	GLADSTONE	MI	DAVID R. MAGNUM	-87.05181	45.85803
W263CZ	100.5	FM	OLEAN	NY	SOUND COMMUNICATIONS, LLC	-78.39003	42.10506
W300DE	107.9	FM	MEMPHIS	TN	STARNES MEDIA GROUP, LLC	-89.81342	35.14592
WHMQ	1240	AM	GREENFIELD	MA	SAGA COMMUNICATIONS OF NEW ENGLAND, LLC	-72.61817	42.58881
K209AG	89.7	FM	SIERRA VISTA	AZ	ARIZONA BOARD OF REGENTS FOR BENEFIT OF UNIVERSITY OF ARIZ.	-110.40172	31.54147
K231BE	94.1	FM	LUBBOCK	TX	DAVID JAMES CAVAGNARO JR.	-101.86906	33.52592
K300BZ	107.9	FM	KODIAK	AK	TURQUOISE BROADCASTING COMPANY, LLC	-152.43411	57.78914
K277CT	103.3	FM	COTTAGE GROVE	OR	MCKENZIE RIVER BROADCASTING COMPANY, INC.	-123.04342	43.77789
W298AP	107.5	FM	SPRINGFIELD	IL	SAGA COMMUNICATIONS OF ILLINOIS, LLC	-89.60511	39.79367
W266BZ	101.1	FM	SPRINGFIELD	IL	SAGA COMMUNICATIONS OF ILLINOIS, LLC	-89.60511	39.79367
W228DL	93.5	FM	SPRINGFIELD	IL	SAGA COMMUNICATIONS OF ILLINOIS, LLC	-89.60511	39.79367
K224DJ	92.7	FM	LA VISTA	NE	MY BRIDGE	-95.95503	41.25694
W298CC	107.5	FM	BUCYRUS	OH	FRANKLIN COMMUNICATIONS, INC.	-82.93325	40.76367
KKRD	91.1	FM	ENID	OK	EDUCATIONAL MEDIA FOUNDATION	-97.88033	36.39919
W249EB	97.7	FM	VENICE	FL	CITICASTERS LICENSES, INC.	-82.46397	27.15117
K254DH	98.7	FM	CORPUS CHRISTI	TX	MALKAN INTERACTIVE COMMUNICATIONS, L.L.C.	-97.45778	27.78419
W253CX	98.5	FM	FAYETTEVILLE	TN	ELK RIVER BROADCASTING, INC.	-86.58028	35.12758
W269DW	101.7	FM	NEWBERRY	SC	NEWBERRY BROADCASTING COMPANY, INC.	-81.62067	34.29181
K237CO	95.3	FM	MOSCOW	ID	WALLA WALLA UNIVERSITY	-116.97128	46.68156
W283CU	104.5	FM	CANTONMENT	FL	PENSACOLA RADIO CORPORATION	-87.24053	30.45269
K217AF	91.3	FM	LANGLOIS	OR	SOUTHERN OREGON UNIVERSITY	-124.45119	42.86231
K228EE	93.5	FM	ELKHART	KS	GREAT PLAINS CHRISTIAN RADIO, INC.	-101.81183	36.97614
K240AB	95.9	FM	CRYSTAL, ETC.	CO	PITKIN COUNTY TRANSLATOR DEPARTMENT	-107.37586	39.42303
K238BC	95.5	FM	OGALLALA	NE	MY BRIDGE RADIO	-101.67239	41.18361
K220IA	91.9	FM	MAPLE CREEK	CA	CSN INTERNATIONAL	-123.97533	40.72653
K229AF	93.7	FM	EUREKA	CA	CSN INTERNATIONAL	-123.97533	40.72653
W300BZ	107.9	FM	READING	PA	WDAC RADIO COMPANY	-75.89881	40.35442
K267BM	101.3	FM	LANGLOIS	OR	CSN INTERNATIONAL	-124.27428	42.95872
K256AS	99.1	FM	HONOLULU	HI	CAPSTAR TX, LLC	-157.86192	21.31372
K245BO	96.9	FM	WARRENSBURG	MO	COMMUNITY BROADCASTING, INC.	-93.62661	38.77444
KBUT	90.3	FM	CRESTED BUTTE	CO	CRESTED BUTTE MOUNTAIN EDUCATIONAL RADIO INC	-106.97308	38.90192
K259CP	99.7	FM	HOBACK JUNCTION	WY	TED W. AUSTIN, JR.	-110.75408	43.46158
W243DR	96.5	FM	CHARLESTON	WV	WEST VIRGINIA RADIO CORPORATION	-81.76725	38.36389
W283CT	104.5	FM	DOUGLASVILLE	GA	EXPONENT BROADCASTING, INC.	-84.74106	33.76344
W290DB	105.9	FM	NAPLES	FL	SUN BROADCASTING INC.	-81.78231	26.21508
WJZZ	88.1	FM	MONTGOMERY	NY	HUDSON VALLEY PUBLIC RADIO, INC.	-74.26897	41.47714
KZNZ	91.5	FM	ELKHART	KS	KANZA SOCIETY, INC.	-101.90869	37.00036
K204DQ	88.7	FM	WICHITA	KS	CSN INTERNATIONAL	-97.34867	37.80389
WLNF	90.9	FM	RAPIDS	NY	LOCKPORT COMMUNITY TELEVISION	-78.63614	43.097
K241CX	96.1	FM	INDEPENDENCE	IA	KM RADIO OF INDEPENDENCE, L.L.C.	-92.19658	42.44333
K293CX	106.5	FM	COUNCIL BLUFFS	IA	WALNUT RADIO, LLC	-95.83556	41.25417
K288HF	105.5	FM	CROCKETT	TX	LEON HUNT	-95.48136	31.50175
KZUM	89.3	FM	LINCOLN	NE	SUNRISE COMMUNICATIONS, INC.	-96.70697	40.81306
K285CO	104.9	FM	POCATELLO, ETC.	ID	BRIGHAM YOUNG UNIVERSITY - IDAHO	-112.51358	42.86572
WHRW	90.5	FM	BINGHAMTON	NY	STATE UNIVERSITY OF NEW YORK AT BINGHAMTON	-75.96769	42.09006
WTXR	89.7	FM	TOCCOA FALLS	GA	RADIO TRAINING NETWORK, INC	-83.36517	34.59928
K249DO	97.7	FM	CLINTON	IA	EDUCATIONAL MEDIA FOUNDATION	-90.23042	41.84725
W278BL	103.5	FM	CUMBERLAND, ETC.	MD	CEDAR RIDGE CHILDREN'S HOME & SCHOOL, INC	-78.89975	39.58092
K259AH	99.7	FM	BRENHAM	TX	HOPE MEDIA GROUP	-96.39942	30.13661
W271BV	102.1	FM	HAGERSTOWN	MD	MANNING BROADCASTING, INC	-77.71056	39.62678
K237FT	95.3	FM	EUREKA SPRINGS	AR	COMMUNITY BROADCASTING, INC.	-93.74853	36.36064
K278BJ	103.5	FM	MITCHELL	SD	SAGA COMMUNICATIONS OF SOUTH DAKOTA, LLC	-98.06342	43.70136
K238BA	95.5	FM	MITCHELL	SD	SAGA COMMUNICATIONS OF SOUTH DAKOTA, LLC	-98.06342	43.70136
K277CD	103.3	FM	BEATRICE	NE	COMMUNITY BROADCASTING, INC.	-96.72253	40.23333
W255CP	98.9	FM	HAGERSTOWN	MD	MANNING BROADCASTING, INC.	-77.71056	39.62678
K295FB	106.9	FM	CAPE GIRARDEAU	MO	UNIVERSITY OF NORTHWESTERN - ST. PAUL	-89.59278	37.36861
W272DR	102.3	FM	DREXEL	OH	JOHNSON BROADCAST PROPERTIES, INC.	-84.28767	39.74025
W237EQ	95.3	FM	SANDUSKY	MI	SANILAC BROADCASTING COMPANY	-82.83494	43.39336
K282BX	104.3	FM	LA JUNTA	CO	25-7 MEDIA, INC.	-103.56772	37.9875
K252FY	98.3	FM	FORT SCOTT	KS	FORT SCOTT BROADCASTING COMPANY, INC.	-94.70022	37.78364
K289BI	105.7	FM	DAVENPORT	IA	AUGUSTANA COLLEGE	-90.44583	41.47472
K209CP	89.7	FM	TALENT	OR	PENSACOLA CHRISTIAN COLLEGE, INC.	-122.75003	42.299
K220DA	91.9	FM	RICHLAND	OR	OREGON PUBLIC BROADCASTING	-117.15767	44.85569
K227AW	93.3	FM	TRUCKEE	CA	RELEVANT RADIO, INC.	-120.14	39.24139
K258AR	99.5	FM	CLOVERDALE	OR	CSN INTERNATIONAL	-122.99842	44.11594
W259CH	99.7	FM	STATESBORO	GA	RADIO STATESBORO, INC.	-81.83178	32.46544
K234CG	94.7	FM	DODGE CITY	KS	TRANSLATOR GROUP, LLC	-100.05458	37.73003
W287CL	105.3	FM	LANCASTER	OH	EDUCATIONAL MEDIA FOUNDATION	-82.59736	39.73589
K209FX	89.7	FM	MITCHELL	SD	EDUCATIONAL MEDIA FOUNDATION	-97.93592	43.70081
K290CD	105.9	FM	HUNTSVILLE	TX	HOUSTON CHRISTIAN BROADCASTERS, INC.	-94.76667	31.36556
K288GJ	105.5	FM	ELEELE	HI	PACIFIC RADIO GROUP, INC.	-159.52803	21.91131
K273AI	102.5	FM	ARIEL	WA	CSN INTERNATIONAL	-122.77564	46.01622
W278CW	103.5	FM	ELIZABETH CITY	NC	GREGORY COMMUNICATIONS LICENSE, INC.	-76.24686	36.33811
W236DD	95.1	FM	COLLINS	MS	TILLMAN BROADCASTING NETWORK, INC.	-89.57314	31.63461
K265DX	100.9	FM	ENTERPRISE	OR	WASHINGTON STATE UNIVERSITY	-117.38878	45.39931
W264BY	100.7	FM	KINGSPORT	TN	APPALACHIAN EDUCATIONAL COMMUNICATION CORPORATION	-82.58625	36.52703
K290BP	105.9	FM	STILLWATER	OK	THE LOVE STATION, INC.	-97.05725	36.08283
K201FO	88.1	FM	JENNINGS	LA	CSN INTERNATIONAL	-92.62153	30.19186
W227BA	93.3	FM	BEAR CREEK	PA	FOUR RIVERS COMMUNITY BROADCASTING CORP.	-75.87103	41.18203
K214EV	90.7	FM	WINNEMUCCA	NV	WESTERN INSPIRATIONAL BROADCASTERS, INC.	-117.76567	41.00989
K211FZ	90.1	FM	AUSTIN	TX	CSN INTERNATIONAL	-97.90167	30.24936
W234BQ	94.7	FM	AUBURN	AL	EAGLE'S NEST INC.	-85.40383	33.18539
W228DD	93.5	FM	BOAZ	AL	WATKINS BROADCASTING INC	-86.15275	34.20425
W265DI	100.9	FM	PUNXSUTAWNEY	PA	RENDA RADIO, INC.	-79.00197	40.96006
K226CW	93.1	FM	STILLWATER	OK	TEAM RADIO, L.L.C.	-97.17992	36.11811
K214FG	90.7	FM	CASA GRANDE	AZ	EDUCATIONAL MEDIA FOUNDATION	-111.63806	32.83444
K255CZ	98.9	FM	RED WING	MN	Q MEDIA GROUP, LLC	-92.52242	44.53719
WJMU	89.5	FM	DECATUR	IL	MILLIKIN UNIVERSITY	-88.97478	39.84169
K208DV	89.5	FM	ST. CLOUD	MN	EDUCATIONAL MEDIA FOUNDATION	-94.23139	45.51664
K252DL	98.3	FM	WALTON	OR	OREGON PUBLIC BROADCASTING	-123.62953	44.0665
K216FZ	91.1	FM	REDWOOD FALLS	MN	MINNESOTA PUBLIC RADIO	-94.96694	44.54969
W235AV	94.9	FM	TATNUCK	MA	AMFM RADIO LICENSES, L.L.C.	-71.90314	42.30953
WEHA	88.7	FM	PORT REPUBLIC	NJ	SPREAD THE GOSPEL, INC.	-74.43394	39.60497
K236BS	95.1	FM	TWIN FALLS	ID	ILIAD MEDIA TWIN FALLS, LLC	-114.54364	42.56242
WDIN-FM3	102.9	FM	YAUCO	PR	NORTHCOAST BROADCASTERS, INC.	-66.74806	18.08028
W250CJ	97.9	FM	WINTERVILLE	NC	INNER BANKS MEDIA, LLC	-77.46775	35.60711
W294CO	106.7	FM	CAMPBELLSVILLE	KY	TRI-COUNTY RADIO BROADCASTING CORP.	-85.37581	37.33533
W262DH	100.3	FM	ST. ALBANS	VT	RADIO BROADCASTING SERVICES, INCORPORATED	-73.06514	44.78225
W245DF	96.9	FM	NEW SMYNRA BEACH	FL	CORNERSTONE BROADCASTING COPRORATION	-80.97417	29.00886
K211BX	90.1	FM	POCAHONTAS	AR	AMERICAN FAMILY ASSOCIATION	-91.02039	36.307
K204DT	88.7	FM	ROGERSVILLE	MO	CSN INTERNATIONAL	-93.04322	37.17506
K221DW	92.1	FM	TECUMSEH	KS	EDUCATIONAL MEDIA FOUNDATION	-95.50247	39.00722
KDCJ	91.5	FM	KERMIT	TX	LA PROMESA FOUNDATION	-103.07847	31.86206
W248BO	97.5	FM	TUSCALOOSA	AL	EDGEWATER BROADCASTING, INC.	-87.515	33.16011
K235BK	94.9	FM	TULSA	OK	SCREEN DOOR BROADCASTING, LLC	-95.90303	36.07369
K216FC	91.1	FM	PALESTINE	TX	FAMILY WORSHIP CENTER CHURCH, INC.	-95.62383	31.73211
W292EV	106.3	FM	MARIETTA	GA	DICKEY BROADCASTING COMPANY	-84.50161	33.92733
W253CZ	98.5	FM	TALLASSSEE	AL	TIGER COMMUNICATIONS, INC.	-85.85189	32.59622
K253CS	98.5	FM	GRAND ISLAND	NE	NEBRASKA RURAL RADIO ASSOCIATION	-98.367	40.78639
K205BN	88.9	FM	LOS GATOS	CA	EDUCATIONAL MEDIA FOUNDATION	-121.90994	37.15967
K283AG	104.5	FM	SIOUX CITY	IA	SAGA COMMUNICATIONS OF SOUTH DAKOTA, LLC	-96.41531	42.49417
W260BX	99.9	FM	LANSING	MI	FAMILY LIFE BROADCASTING SYSTEM	-84.54747	42.72364
W254AX	98.7	FM	ANTIGO	WI	RESULTS BROADCASTING INC.	-89.15261	45.10636
K292FZ	106.3	FM	IOWA CITY	IA	KZIA, INC.	-91.50878	41.68392
W226CM	93.1	FM	HASTINGS	MI	BARRY BROADCASTING CO.	-85.27806	42.62614
W221EK	92.1	FM	GREENVILLE	SC	REDEMPTION STRATEGIES BROADCASTING, LLC	-82.43564	35.24272
W275CX	102.9	FM	SALISBURY	MD	THE VOICE RADIO, LLC	-75.61631	38.36094
KJNT	1490	AM	JACKSON	WY	TED W. AUSTIN, JR.	-110.76861	43.47444
K268AJ	101.5	FM	REDDING	CA	FAMILY STATIONS, INC.	-122.52111	40.65375
WMCX	88.9	FM	WEST LONG BRANCH	NJ	MONMOUTH	-74.00678	40.279
K286BB	105.1	FM	ADA	OK	SOUTH CENTRAL OKLAHOMA CHRISTIAN BROADCASTING INC	-96.6925	34.76425
WARV-FM	90.1	FM	COLONIAL HEIGHTS	VA	EDUCATIONAL MEDIA FOUNDATION	-77.30608	37.25069
W268BS	101.5	FM	TRYON	NC	WESTERN NORTH CAROLINA PUBLIC RADIO, INC.	-82.24261	35.26678
WZWG	91.7	FM	WEST GROVE	PA	HOPE CHRISTIAN CHURCH OF MARLTON, INC.	-75.91161	39.82206
W296DN	107.1	FM	BELLE GLADE	FL	SUGAR BROADCASTING, INC.	-80.68283	26.71228
W257EO	99.3	FM	BRIDGEPORT	MI	NORTHERN STATES BROADCASTING CORP	-83.89914	43.34225
K255CJ	98.9	FM	BRIGGS	NE	CSN INTERNATIONAL	-95.96447	41.25722
W294AE	106.7	FM	ALTOONA	PA	THE PENNSYLVANIA STATE UNIVERSITY	-78.35222	40.48756
