hex,count
842a9e5ffffffff,12
842a9edffffffff,8
842a935ffffffff,19
842a907ffffffff,33
842a93dffffffff,31
84266d1ffffffff,24
842a917ffffffff,2
84266d9ffffffff,17
842a937ffffffff,23
842a931ffffffff,43
84266d5ffffffff,22
84266ddffffffff,4
842633bffffffff,1
8426141ffffffff,1
8426335ffffffff,6
8426149ffffffff,2
8426143ffffffff,3
8426337ffffffff,7
842614bffffffff,5
8426331ffffffff,4
8426155ffffffff,1
842615dffffffff,7
8426323ffffffff,5
8426333ffffffff,3
8426147ffffffff,2
842ba91ffffffff,10
842a361ffffffff,12
842bab1ffffffff,9
842bab9ffffffff,6
842a369ffffffff,14
842ba93ffffffff,14
842ba9bffffffff,16
842bab3ffffffff,9
842a36bffffffff,15
842babbffffffff,15
842ba95ffffffff,3
842ba9dffffffff,3
842a365ffffffff,10
842a36dffffffff,3
842ba97ffffffff,8
8428dc5ffffffff,10
8428d3bffffffff,8
8428d81ffffffff,8
8428c27ffffffff,5
8428d83ffffffff,6
8428d01ffffffff,16
8428d19ffffffff,18
8428d8dffffffff,8
8428d03ffffffff,4
8428d39ffffffff,6
8428d1bffffffff,16
8428debffffffff,10
8428945ffffffff,13
842894dffffffff,24
8428b23ffffffff,28
8428b2bffffffff,28
8428947ffffffff,6
8428941ffffffff,23
8428b35ffffffff,16
8428949ffffffff,25
8428b3dffffffff,17
8426b65ffffffff,12
8426b6dffffffff,13
8428b27ffffffff,26
8428943ffffffff,3
842894bffffffff,12
8426f39ffffffff,15
8426f15ffffffff,16
8426f3dffffffff,8
8426f17ffffffff,8
842a331ffffffff,30
842a005ffffffff,5
842a15bffffffff,6
8426635ffffffff,12
842663dffffffff,15
8426637ffffffff,12
8426631ffffffff,14
8426603ffffffff,12
8426639ffffffff,13
8426633ffffffff,15
842663bffffffff,16
8426615ffffffff,10
8448d35ffffffff,17
8448d3dffffffff,5
8448d37ffffffff,5
8448d31ffffffff,2
8448d23ffffffff,6
842a8a1ffffffff,17
842a8a9ffffffff,25
842a8e7ffffffff,9
842a8a3ffffffff,15
842a8abffffffff,23
842a8e1ffffffff,8
842a885ffffffff,16
842a88dffffffff,31
842a8a5ffffffff,19
842a8adffffffff,19
842a8e3ffffffff,14
842a887ffffffff,17
842a8ebffffffff,16
842a8bdffffffff,23
842a8a7ffffffff,14
842a9d3ffffffff,23
842a9dbffffffff,21
842a881ffffffff,14
842a8e5ffffffff,15
84444d7ffffffff,28
844448bffffffff,15
84444d1ffffffff,15
844448dffffffff,9
84444ebffffffff,16
8429ab5ffffffff,10
84298d9ffffffff,7
8429ab7ffffffff,9
84298cbffffffff,2
84444dbffffffff,13
84446b9ffffffff,16
8428981ffffffff,18
84289b7ffffffff,21
84289a1ffffffff,3
84289a9ffffffff,16
84289b1ffffffff,18
8428983ffffffff,9
84289b9ffffffff,10
84289a3ffffffff,10
84289abffffffff,13
8428985ffffffff,27
84289bbffffffff,8
8412cb5ffffffff,16
84289b5ffffffff,24
8428987ffffffff,15
84289bdffffffff,20
8412cb7ffffffff,8
84289a7ffffffff,3
8426821ffffffff,2
8426829ffffffff,3
8426867ffffffff,1
842682bffffffff,4
8426861ffffffff,3
8426805ffffffff,10
8426869ffffffff,1
842680dffffffff,3
842682dffffffff,2
8426863ffffffff,3
8426807ffffffff,12
842686bffffffff,1
8426845ffffffff,3
8426801ffffffff,17
8426865ffffffff,5
8448d1dffffffff,10
8448d07ffffffff,6
8448d17ffffffff,1
8448d01ffffffff,10
8448d09ffffffff,12
8448d11ffffffff,2
8448d03ffffffff,16
8448d0bffffffff,11
8448d05ffffffff,9
8448d3bffffffff,2
8448d0dffffffff,11
8448d15ffffffff,6
84445cbffffffff,25
8444513ffffffff,17
844451bffffffff,17
8444425ffffffff,8
84445ebffffffff,13
8444435ffffffff,14
84445c5ffffffff,15
84445cdffffffff,19
8444427ffffffff,10
84445c7ffffffff,27
8444517ffffffff,16
84445c1ffffffff,27
84445c9ffffffff,18
8444511ffffffff,22
8444423ffffffff,12
84445e9ffffffff,17
84445c3ffffffff,29
842ab27ffffffff,16
8427499ffffffff,17
842ab21ffffffff,36
842ab29ffffffff,25
842749bffffffff,13
842ab67ffffffff,29
842ab61ffffffff,10
842ab05ffffffff,3
84274d3ffffffff,37
842ab0dffffffff,1
84274dbffffffff,32
842ab25ffffffff,42
842ab2dffffffff,44
842ab63ffffffff,5
842ab6bffffffff,1
842751bffffffff,28
8427425ffffffff,13
842742dffffffff,7
84275c5ffffffff,11
84275cdffffffff,13
8427515ffffffff,7
842751dffffffff,8
8427427ffffffff,12
8427553ffffffff,16
8427517ffffffff,14
8427421ffffffff,6
8427511ffffffff,18
8427519ffffffff,13
84275e9ffffffff,12
8427557ffffffff,8
8427513ffffffff,22
8426937ffffffff,3
8426903ffffffff,4
8426915ffffffff,2
842665bffffffff,15
842a961ffffffff,20
842a969ffffffff,11
842a92dffffffff,17
842a963ffffffff,12
842a96bffffffff,14
84274b3ffffffff,17
84274bbffffffff,12
842a965ffffffff,22
842a96dffffffff,21
842a929ffffffff,16
8426659ffffffff,11
842a967ffffffff,13
8426653ffffffff,19
842a86bffffffff,33
842a845ffffffff,33
842a84dffffffff,22
842ab11ffffffff,22
842ab19ffffffff,17
842ab13ffffffff,29
842ab1bffffffff,14
842ab1dffffffff,18
842a869ffffffff,23
842ab17ffffffff,30
8428d61ffffffff,13
84288b9ffffffff,4
8428d69ffffffff,29
8412da7ffffffff,5
84288b3ffffffff,6
84288bbffffffff,17
8428895ffffffff,8
84288b5ffffffff,16
8428d65ffffffff,8
84288bdffffffff,2
8428d6dffffffff,13
8428897ffffffff,16
84288b7ffffffff,3
8428d67ffffffff,14
8428891ffffffff,15
8412da5ffffffff,8
84288b1ffffffff,3
8429ae7ffffffff,1
8429ae1ffffffff,13
8429ae9ffffffff,21
8429aebffffffff,37
8429aedffffffff,3
842ad01ffffffff,13
8428101ffffffff,6
8428109ffffffff,6
8428111ffffffff,14
8428119ffffffff,13
8428157ffffffff,25
8428103ffffffff,6
8428139ffffffff,4
842810bffffffff,16
842811bffffffff,5
8428025ffffffff,6
8428151ffffffff,30
8428115ffffffff,11
842811dffffffff,16
8428153ffffffff,22
8428107ffffffff,3
8428155ffffffff,14
8426121ffffffff,9
8426129ffffffff,3
8426a53ffffffff,3
8426125ffffffff,4
8426a19ffffffff,3
8426a57ffffffff,1
8426127ffffffff,5
8426a1bffffffff,3
8427489ffffffff,24
8427483ffffffff,24
84274b9ffffffff,16
842748bffffffff,23
8427485ffffffff,22
842748dffffffff,29
8427495ffffffff,8
842749dffffffff,20
84274e3ffffffff,27
8427487ffffffff,20
84274bdffffffff,16
8427481ffffffff,25
8426f21ffffffff,2
8426f29ffffffff,1
8426f67ffffffff,1
84268d3ffffffff,4
84268dbffffffff,1
8426f23ffffffff,2
8426f2bffffffff,3
8426f25ffffffff,4
8426f2dffffffff,3
8426899ffffffff,3
8426f27ffffffff,2
842689bffffffff,1
8428991ffffffff,8
8428999ffffffff,6
84288a3ffffffff,17
8412db7ffffffff,36
8428993ffffffff,17
842899bffffffff,19
84288a5ffffffff,18
8412db1ffffffff,36
8412db9ffffffff,17
84288a7ffffffff,27
8412db3ffffffff,37
8412dbbffffffff,23
8412d95ffffffff,13
84288a1ffffffff,22
8412db5ffffffff,24
8412dbdffffffff,21
8426a87ffffffff,11
842ab65ffffffff,15
84274d1ffffffff,25
84274d9ffffffff,18
8428dcdffffffff,4
8428dedffffffff,5
8428de1ffffffff,3
844cee9ffffffff,7
844ce81ffffffff,15
8444e89ffffffff,15
8444e91ffffffff,19
8444e99ffffffff,17
8444ed7ffffffff,38
8444e83ffffffff,38
8444eb9ffffffff,20
8444e8bffffffff,27
8444e95ffffffff,19
8444e9dffffffff,30
8444e87ffffffff,20
8444ebdffffffff,20
8444ed5ffffffff,10
8444e81ffffffff,18
8429b47ffffffff,2
8444d93ffffffff,26
8444d9bffffffff,16
8444ca5ffffffff,15
8444dbbffffffff,9
8444d95ffffffff,18
8444d9dffffffff,19
8444ca7ffffffff,21
8444dd3ffffffff,20
8444d97ffffffff,18
8444d91ffffffff,18
8444d99ffffffff,42
8444dd7ffffffff,28
8444d83ffffffff,16
8444db9ffffffff,29
8444d8bffffffff,25
842b8c3ffffffff,6
842bab7ffffffff,13
842b8cbffffffff,30
842b8ddffffffff,13
842baa3ffffffff,3
842b8c1ffffffff,10
842bab5ffffffff,11
842b8c9ffffffff,15
842babdffffffff,3
842b8d9ffffffff,16
8448c01ffffffff,5
8448c21ffffffff,4
8448c29ffffffff,5
8448c03ffffffff,5
8448c39ffffffff,1
8448c23ffffffff,1
8448c2bffffffff,4
8448c05ffffffff,7
8448c0dffffffff,5
8448c63ffffffff,16
8448c07ffffffff,5
8448c3dffffffff,1
8428d0dffffffff,9
8444dd1ffffffff,28
8444cadffffffff,15
8444ddbffffffff,18
8444ca1ffffffff,17
8444dd5ffffffff,32
844cc0dffffffff,9
844cc43ffffffff,19
844ce37ffffffff,19
844cc15ffffffff,7
844cc4bffffffff,13
844cc1dffffffff,14
844cc07ffffffff,7
844cc55ffffffff,30
844cc5dffffffff,21
844cc01ffffffff,11
844cc09ffffffff,17
844cc11ffffffff,7
844cc47ffffffff,9
844cc03ffffffff,10
844cc0bffffffff,26
84299a3ffffffff,1
84299b3ffffffff,5
84299bbffffffff,7
8428b49ffffffff,1
8428b51ffffffff,2
84299b5ffffffff,1
8428b59ffffffff,2
84299bdffffffff,1
8428b43ffffffff,1
8428b4bffffffff,1
84299b7ffffffff,1
8428a65ffffffff,1
8428a6dffffffff,17
84299b1ffffffff,1
8428b55ffffffff,3
8428b5dffffffff,2
8426e97ffffffff,16
8426e91ffffffff,25
8444493ffffffff,10
8426eb1ffffffff,9
8426e93ffffffff,9
8426eb3ffffffff,5
8426ebbffffffff,10
8426e95ffffffff,30
8426e9dffffffff,27
8444497ffffffff,9
8426eb5ffffffff,13
8426c2bffffffff,14
8426c3dffffffff,15
844cc39ffffffff,5
842ad41ffffffff,19
842a899ffffffff,8
842ad49ffffffff,14
842ad61ffffffff,29
842af27ffffffff,11
842ad69ffffffff,36
842a893ffffffff,20
842a89bffffffff,14
842ad6bffffffff,26
842a895ffffffff,20
842ad45ffffffff,20
842a89dffffffff,6
842ad4dffffffff,18
842ad6dffffffff,30
842a897ffffffff,30
842ad47ffffffff,20
842af25ffffffff,7
842a891ffffffff,13
8444cb5ffffffff,8
8444c87ffffffff,18
8444cbdffffffff,27
842a9b7ffffffff,11
8444c81ffffffff,20
8444cb7ffffffff,20
8444cb1ffffffff,9
8444c83ffffffff,11
8444cb9ffffffff,12
8444ca3ffffffff,18
8444cabffffffff,25
8444c85ffffffff,10
8444cbbffffffff,7
842a9b5ffffffff,11
8444c95ffffffff,14
8428b11ffffffff,19
8428b1bffffffff,4
8428a25ffffffff,1
8428b17ffffffff,12
8444ce3ffffffff,8
8444ca9ffffffff,9
842a9b3ffffffff,19
84298b5ffffffff,4
8429887ffffffff,4
84298bdffffffff,6
84298b7ffffffff,4
84298b1ffffffff,8
8429883ffffffff,17
84298b9ffffffff,10
84298b3ffffffff,6
8426321ffffffff,4
84289b3ffffffff,11
8448cc9ffffffff,4
8448ccbffffffff,4
8426955ffffffff,14
842695dffffffff,9
8426909ffffffff,9
8426947ffffffff,13
8426943ffffffff,10
842694bffffffff,12
842802dffffffff,4
842815bffffffff,6
8428065ffffffff,4
8428963ffffffff,5
842896bffffffff,4
8428901ffffffff,3
8428909ffffffff,2
8428929ffffffff,3
8428967ffffffff,2
8428961ffffffff,2
8428905ffffffff,3
8428969ffffffff,7
842890dffffffff,3
8412d97ffffffff,6
8412d83ffffffff,2
8412d87ffffffff,5
8429b25ffffffff,27
8429b21ffffffff,10
8429b29ffffffff,15
8448c99ffffffff,22
842b1a5ffffffff,15
842ba99ffffffff,5
842b1adffffffff,16
842bad7ffffffff,1
842ba8bffffffff,1
842b1a7ffffffff,24
842bad1ffffffff,1
842bad3ffffffff,3
842badbffffffff,4
842bad5ffffffff,1
844cec3ffffffff,4
844ce95ffffffff,15
844ce9dffffffff,8
844ced5ffffffff,4
844ce89ffffffff,9
844cec7ffffffff,4
844ced7ffffffff,4
844ce83ffffffff,18
844ceb9ffffffff,16
844ce8bffffffff,9
84298d3ffffffff,12
842aa63ffffffff,14
842aa6bffffffff,13
8428f5dffffffff,18
84281a3ffffffff,27
8428f41ffffffff,20
8428f49ffffffff,26
84281b5ffffffff,36
8428f51ffffffff,13
8428f4bffffffff,25
84281b7ffffffff,21
8429b05ffffffff,6
8429b0dffffffff,6
84281e1ffffffff,20
84281e9ffffffff,21
842818dffffffff,22
8428113ffffffff,11
84281e3ffffffff,18
84281ebffffffff,47
84281c5ffffffff,13
84281cdffffffff,4
842813bffffffff,16
84281e5ffffffff,15
84281edffffffff,15
84281c7ffffffff,20
8428117ffffffff,10
84281e7ffffffff,2
8448983ffffffff,3
84489b9ffffffff,5
84489bdffffffff,5
8426a83ffffffff,7
8426a95ffffffff,4
8426a9dffffffff,5
8428d33ffffffff,1
8428d89ffffffff,2
8428dc7ffffffff,2
8428d8bffffffff,3
844f495ffffffff,1
84734d1ffffffff,1
844f49dffffffff,3
844f4d3ffffffff,2
84734d9ffffffff,2
844f497ffffffff,1
84734d3ffffffff,1
84734dbffffffff,10
844f491ffffffff,16
844f499ffffffff,17
844f4d7ffffffff,1
84736b3ffffffff,2
844f493ffffffff,4
844f49bffffffff,19
8427939ffffffff,1
8427935ffffffff,5
842698bffffffff,10
8426837ffffffff,3
842a997ffffffff,27
842a991ffffffff,18
842a9b1ffffffff,16
842a983ffffffff,18
842a9b9ffffffff,21
842a993ffffffff,11
842a9bbffffffff,29
842a995ffffffff,23
842a99dffffffff,16
84445d5ffffffff,11
84445ddffffffff,14
8444589ffffffff,11
8444437ffffffff,15
8444431ffffffff,6
84445d9ffffffff,6
842a8b1ffffffff,28
842a883ffffffff,8
842a8b9ffffffff,20
842a8b3ffffffff,25
842a8bbffffffff,32
8444da7ffffffff,17
842ad65ffffffff,21
8426e99ffffffff,9
8426e9bffffffff,9
845d101ffffffff,12
8428c65ffffffff,15
8428c6dffffffff,14
8428f31ffffffff,9
8428c67ffffffff,7
8428f3bffffffff,6
8428c61ffffffff,16
8448d39ffffffff,2
8448d2bffffffff,2
844880dffffffff,10
8448863ffffffff,7
844886bffffffff,5
8448801ffffffff,4
8428a33ffffffff,1
8428ae5ffffffff,1
842885bffffffff,2
8428a31ffffffff,2
8429923ffffffff,7
842992bffffffff,3
842ad0dffffffff,10
842ad63ffffffff,18
842ad67ffffffff,15
8444dc3ffffffff,17
8444dddffffffff,25
8444d81ffffffff,19
8444d89ffffffff,20
84445dbffffffff,5
84444e5ffffffff,16
84444edffffffff,19
84444e7ffffffff,11
84444e1ffffffff,24
84444e9ffffffff,14
84444e3ffffffff,12
8444433ffffffff,5
844443bffffffff,6
8429947ffffffff,2
8444dd9ffffffff,21
8426831ffffffff,24
8426839ffffffff,9
84269d9ffffffff,6
8426833ffffffff,15
842683dffffffff,10
84289e5ffffffff,10
84289edffffffff,12
84289e7ffffffff,9
8428937ffffffff,10
8427925ffffffff,7
8427927ffffffff,20
84289adffffffff,2
8428933ffffffff,16
844469dffffffff,9
8444687ffffffff,14
84446d7ffffffff,6
8444683ffffffff,13
84444a7ffffffff,8
84265a3ffffffff,20
84444b7ffffffff,20
84444a1ffffffff,6
84444b1ffffffff,29
84265b5ffffffff,33
84265bdffffffff,25
84444a3ffffffff,15
84444abffffffff,9
84265b7ffffffff,26
84444b5ffffffff,26
84444bdffffffff,9
84265b1ffffffff,19
842994bffffffff,2
8412d91ffffffff,1
8412d9dffffffff,6
8428997ffffffff,2
8428989ffffffff,11
84289c7ffffffff,10
842898bffffffff,2
84289e1ffffffff,3
842898dffffffff,26
84289e3ffffffff,20
84289ebffffffff,16
8426b41ffffffff,3
8426b49ffffffff,8
84279b5ffffffff,10
8427987ffffffff,4
84279bdffffffff,13
84279a7ffffffff,7
8428965ffffffff,3
8426b4bffffffff,5
84279b7ffffffff,10
84279a1ffffffff,8
84279a9ffffffff,7
8426b4dffffffff,3
84279b1ffffffff,9
84279a3ffffffff,16
84279abffffffff,11
8428067ffffffff,3
8428063ffffffff,8
8448c65ffffffff,13
8448c6dffffffff,23
8448f13ffffffff,2
8448c67ffffffff,10
8448f33ffffffff,11
8448f3bffffffff,12
8448c61ffffffff,17
8448c69ffffffff,16
8448f17ffffffff,13
8448c6bffffffff,15
8448c45ffffffff,8
84445a5ffffffff,9
84445adffffffff,10
84445a7ffffffff,8
84264b7ffffffff,18
84445a1ffffffff,16
84445a9ffffffff,14
84445a3ffffffff,13
84445abffffffff,11
8444585ffffffff,5
8444eedffffffff,6
8444ec7ffffffff,29
8444e17ffffffff,15
8444ec1ffffffff,15
8444ec9ffffffff,7
8444e11ffffffff,14
8444ee1ffffffff,19
8444ee9ffffffff,12
8444e8dffffffff,14
8444ec3ffffffff,12
8444e13ffffffff,11
8444527ffffffff,8
8444e1bffffffff,9
8444eebffffffff,29
8444ec5ffffffff,23
8444ecdffffffff,12
842629dffffffff,12
8426299ffffffff,9
842baa7ffffffff,2
842baa1ffffffff,1
842b81bffffffff,1
842baa9ffffffff,1
842bae7ffffffff,1
842baabffffffff,1
842baa5ffffffff,1
842baadffffffff,1
8427533ffffffff,9
842753bffffffff,9
84275e5ffffffff,17
84275edffffffff,11
842753dffffffff,12
8427537ffffffff,10
8427531ffffffff,18
8427503ffffffff,3
8427539ffffffff,20
84262a9ffffffff,12
8426059ffffffff,12
84262e7ffffffff,14
84262e1ffffffff,14
84262adffffffff,15
84262e5ffffffff,9
84262a1ffffffff,11
8444da3ffffffff,21
8444da5ffffffff,9
8444db5ffffffff,25
842a8b5ffffffff,27
8444db7ffffffff,19
8444da1ffffffff,16
842a8b7ffffffff,32
842af35ffffffff,14
842ad43ffffffff,15
842af37ffffffff,16
842ad4bffffffff,14
842ad5dffffffff,17
842af23ffffffff,13
842ad09ffffffff,12
84281c1ffffffff,2
84281c9ffffffff,3
8428185ffffffff,13
84281c3ffffffff,5
8428189ffffffff,7
8428137ffffffff,3
8428131ffffffff,8
8428133ffffffff,15
8428ad9ffffffff,2
8428135ffffffff,3
842813dffffffff,2
84268b3ffffffff,10
8426d2dffffffff,1
8448da1ffffffff,2
8448da9ffffffff,11
8426d65ffffffff,4
8448dabffffffff,3
8426d67ffffffff,1
8448da5ffffffff,2
8448dadffffffff,2
8448da7ffffffff,5
842783bffffffff,3
84279dbffffffff,5
84278e5ffffffff,6
84278edffffffff,4
8427817ffffffff,5
84279ddffffffff,5
84278e7ffffffff,3
8427837ffffffff,5
84278e1ffffffff,4
84278e9ffffffff,6
8427831ffffffff,1
84279d1ffffffff,4
84279d9ffffffff,6
8427833ffffffff,6
8444539ffffffff,5
844450bffffffff,16
844452bffffffff,19
8444507ffffffff,21
844453dffffffff,8
8444503ffffffff,16
842b983ffffffff,1
842b9a3ffffffff,1
842b987ffffffff,1
8444db3ffffffff,12
8444dbdffffffff,26
8444db1ffffffff,15
8426983ffffffff,6
8426993ffffffff,2
8426995ffffffff,29
842699dffffffff,5
8426987ffffffff,9
8426997ffffffff,13
8426981ffffffff,6
8426991ffffffff,12
844452dffffffff,22
8444521ffffffff,16
8427951ffffffff,5
8427959ffffffff,6
8427b37ffffffff,5
842794bffffffff,5
842795bffffffff,3
8427955ffffffff,4
842795dffffffff,5
8427b33ffffffff,3
8427957ffffffff,2
8428ce1ffffffff,1
8428c33ffffffff,1
8428de3ffffffff,1
8412cb1ffffffff,2
8412ca3ffffffff,11
8412cabffffffff,4
8412d93ffffffff,1
8412d9bffffffff,4
8412ca5ffffffff,4
8412cbdffffffff,4
8412ca7ffffffff,9
8427463ffffffff,10
842746bffffffff,19
8427445ffffffff,18
8427455ffffffff,4
8427401ffffffff,6
8427409ffffffff,7
8427447ffffffff,11
8427441ffffffff,6
8427405ffffffff,9
842740dffffffff,11
8427443ffffffff,6
8426985ffffffff,4
84269a1ffffffff,1
84269d1ffffffff,8
84269dbffffffff,3
8448db7ffffffff,5
8448db1ffffffff,8
84268b5ffffffff,2
8448da3ffffffff,5
84268a7ffffffff,3
8448db3ffffffff,2
84268b7ffffffff,5
8448dbbffffffff,1
8448db5ffffffff,8
8448dbdffffffff,9
84268a3ffffffff,5
8427addffffffff,2
8426237ffffffff,6
8426231ffffffff,9
8426235ffffffff,12
8444dabffffffff,36
8444d85ffffffff,35
8444d8dffffffff,14
8444de3ffffffff,19
8444d87ffffffff,26
8444da9ffffffff,31
84281abffffffff,10
84281a9ffffffff,2
8426b0bffffffff,11
8426b51ffffffff,9
8426b59ffffffff,9
8426b55ffffffff,11
8426b5dffffffff,7
8426b09ffffffff,2
8426b19ffffffff,6
84279b3ffffffff,6
8426b57ffffffff,13
842af07ffffffff,15
842af3dffffffff,11
842af11ffffffff,1
842af39ffffffff,14
842af13ffffffff,1
842af15ffffffff,7
842b8bbffffffff,9
842b895ffffffff,17
842b89dffffffff,16
842a16dffffffff,3
842b897ffffffff,9
842b891ffffffff,36
842b899ffffffff,15
842b883ffffffff,9
842b8b9ffffffff,22
842a169ffffffff,12
842b893ffffffff,19
842b89bffffffff,16
8428121ffffffff,1
8428129ffffffff,1
8428167ffffffff,1
8428123ffffffff,1
842812bffffffff,4
8428105ffffffff,4
842810dffffffff,3
842812dffffffff,1
8428163ffffffff,2
8428c29ffffffff,2
8428c2dffffffff,3
8428c63ffffffff,3
84265abffffffff,16
84444b3ffffffff,13
84265a7ffffffff,21
8444ad1ffffffff,15
8444ad9ffffffff,12
8444ce5ffffffff,14
8444c37ffffffff,12
8427981ffffffff,5
8427983ffffffff,6
84279b9ffffffff,4
8427985ffffffff,12
84279bbffffffff,4
842ad0bffffffff,14
84288c1ffffffff,6
84288c9ffffffff,2
8428811ffffffff,2
8428819ffffffff,2
8428aa7ffffffff,3
84288e9ffffffff,10
8428813ffffffff,11
842881bffffffff,7
84288ebffffffff,9
84288c5ffffffff,13
84288cdffffffff,6
8428815ffffffff,2
84288c7ffffffff,29
8428817ffffffff,3
8428aa5ffffffff,2
8428893ffffffff,19
842889bffffffff,27
8428d63ffffffff,2
8428d6bffffffff,7
8428d45ffffffff,9
8428d4dffffffff,6
8426b31ffffffff,9
8426b39ffffffff,4
8426b33ffffffff,13
8426b3bffffffff,9
8426b15ffffffff,5
8426b35ffffffff,3
8426b17ffffffff,2
8426959ffffffff,6
8426b37ffffffff,8
842686dffffffff,4
8444d37ffffffff,18
842ad23ffffffff,15
842ad2bffffffff,15
842ad05ffffffff,10
842ad25ffffffff,10
842ad2dffffffff,14
842ad07ffffffff,12
8444d33ffffffff,18
842ad27ffffffff,24
8444de5ffffffff,9
842ad21ffffffff,10
842ad29ffffffff,18
8426dd1ffffffff,6
8426dddffffffff,5
8428935ffffffff,11
8428931ffffffff,8
8428b57ffffffff,10
8428b03ffffffff,16
8428b39ffffffff,6
8428b0bffffffff,10
8428b05ffffffff,7
8428b15ffffffff,14
8428b1dffffffff,23
8428b07ffffffff,9
8428b01ffffffff,5
8428b09ffffffff,3
8444f69ffffffff,20
84281a7ffffffff,12
84281a1ffffffff,4
8428f4dffffffff,4
8444f45ffffffff,7
8444c39ffffffff,8
8444c13ffffffff,34
8444c1bffffffff,50
8444cebffffffff,6
8444cc5ffffffff,16
8444c33ffffffff,15
8444ccdffffffff,24
8444c3bffffffff,23
8444c15ffffffff,17
8444cedffffffff,16
8444c17ffffffff,28
8444c11ffffffff,27
8444ce1ffffffff,10
8444ce9ffffffff,24
8426227ffffffff,13
842604dffffffff,8
8426223ffffffff,15
8426049ffffffff,14
8444c51ffffffff,6
8444c59ffffffff,8
8444ee7ffffffff,20
8444e37ffffffff,8
8444c53ffffffff,12
8444c5bffffffff,19
8444e31ffffffff,10
8444eadffffffff,19
8444c5dffffffff,7
8444e33ffffffff,5
8444e3bffffffff,8
8444ee5ffffffff,20
8426617ffffffff,12
842a925ffffffff,31
84266c9ffffffff,14
8426611ffffffff,16
8426619ffffffff,23
842a927ffffffff,24
8426613ffffffff,22
842661bffffffff,34
842a921ffffffff,19
84266cdffffffff,23
842a923ffffffff,12
842a9d5ffffffff,12
842a999ffffffff,12
842a9d7ffffffff,14
842a99bffffffff,8
842a9d1ffffffff,20
842aa57ffffffff,12
842aa03ffffffff,12
842aa0bffffffff,6
842aa1bffffffff,19
842aa15ffffffff,10
842aa1dffffffff,19
842aa07ffffffff,4
842aa17ffffffff,16
842aa55ffffffff,15
842aa01ffffffff,5
842aa09ffffffff,11
842aa11ffffffff,19
842aa19ffffffff,19
8448b0bffffffff,1
8428865ffffffff,5
842886dffffffff,12
8428b31ffffffff,6
8428b33ffffffff,5
8428b3bffffffff,5
8428861ffffffff,2
8426325ffffffff,2
8427899ffffffff,1
84278d7ffffffff,2
8426327ffffffff,2
842789bffffffff,2
84278d3ffffffff,1
844451dffffffff,11
8444519ffffffff,14
8444557ffffffff,10
8426a43ffffffff,4
84278a3ffffffff,2
8426a41ffffffff,14
8426a49ffffffff,9
8444c03ffffffff,10
8444c1dffffffff,16
8444c19ffffffff,28
8444c31ffffffff,5
842895dffffffff,4
8428b37ffffffff,4
842ad59ffffffff,10
8444401ffffffff,19
840c50bffffffff,3
840c523ffffffff,1
840c535ffffffff,1
840c53dffffffff,1
840c555ffffffff,15
840c557ffffffff,1
840c531ffffffff,1
840c503ffffffff,2
840c539ffffffff,2
8428f11ffffffff,12
8428f17ffffffff,21
842a981ffffffff,23
842a9a1ffffffff,8
842a9a9ffffffff,15
842a9a3ffffffff,14
842a9abffffffff,10
842a985ffffffff,12
842a987ffffffff,16
842a9bdffffffff,8
8444addffffffff,8
8448c9bffffffff,7
8448cd7ffffffff,9
8426151ffffffff,4
8426159ffffffff,5
8426153ffffffff,5
842606dffffffff,2
84275e3ffffffff,6
8427587ffffffff,16
84275ebffffffff,7
84275abffffffff,9
8427585ffffffff,14
842758dffffffff,20
8428d95ffffffff,1
8428c25ffffffff,1
8426511ffffffff,12
8426513ffffffff,10
8444695ffffffff,7
84268bbffffffff,5
8426d6dffffffff,5
8426897ffffffff,1
84268b1ffffffff,4
8444ccbffffffff,13
8444cd5ffffffff,32
8444cddffffffff,16
8444c89ffffffff,27
8444cc7ffffffff,16
8444cd7ffffffff,10
8444c8bffffffff,13
8444cc1ffffffff,14
8444cd1ffffffff,12
8444cd9ffffffff,12
8444c8dffffffff,9
8444cc3ffffffff,25
8444eb7ffffffff,9
8428f27ffffffff,4
84288d3ffffffff,7
8428f25ffffffff,13
8428899ffffffff,26
84288d7ffffffff,15
8426a65ffffffff,1
842aa85ffffffff,57
842aaa5ffffffff,17
842aaadffffffff,19
842a819ffffffff,9
842aaa7ffffffff,10
842aaa1ffffffff,10
842a81bffffffff,18
842aaa9ffffffff,30
842aae7ffffffff,21
842aaa3ffffffff,10
842a853ffffffff,12
842aaabffffffff,36
842a85bffffffff,14
8429b55ffffffff,10
8429b01ffffffff,1
8429b09ffffffff,5
8429b0bffffffff,14
8429b51ffffffff,1
8426699ffffffff,6
84266d7ffffffff,8
842a9e7ffffffff,19
84266d3ffffffff,26
84266dbffffffff,27
842a9a5ffffffff,18
842a9adffffffff,23
844ceb3ffffffff,2
844cebbffffffff,11
844ce97ffffffff,6
844ce91ffffffff,4
845e493ffffffff,4
844ceb1ffffffff,5
8444515ffffffff,7
844ce31ffffffff,3
842aa31ffffffff,19
842a85dffffffff,12
842aa33ffffffff,9
842a847ffffffff,36
842a841ffffffff,33
842aa35ffffffff,10
842a849ffffffff,9
842a851ffffffff,19
842a859ffffffff,16
842a843ffffffff,31
842aa37ffffffff,19
842a84bffffffff,17
842aa8dffffffff,41
842aa9dffffffff,9
842aae3ffffffff,30
