name,longitude,latitude,population
Pangkalan Brandan,98.2782,4.0238,25542
Padangsidempuan,99.27146,1.37952,100561
Meulaboh,96.12664,4.14402,35062
Medan,98.66667,3.58333,1750971
Lhokseumawe,97.1507,5.1801,88974
Langsa,97.9683,4.4683,54465
Labuhan Deli,98.6738,3.7278,49668
Kisaran,99.6158,2.9845,129911
Kabanjahe,98.4908,3.1001,57159
Deli Tua,98.6839,3.5078,27940
Bireun,96.7009,5.203,25793
Binjai,98.4854,3.6001,228763
Berastagi,98.50889,3.19468,44765
Belawan,98.6832,3.7755,102707
Bandar,99.75,2.05,31442
Banda Aceh,95.33333,5.54167,250757
Yogyakarta,110.36472,-7.80139,636660
Wonosobo,109.90306,-7.35889,92990
Wonopringgo,109.61667,-6.98333,38429
Wongsorejo,114.4009,-7.9908,29193
Wiradesa,109.619,-6.8922,39407
Weru,108.5037,-6.711,139004
Weleri,110.0666,-6.9713,58448
Welahan,110.71667,-6.8,26163
Wedi,110.57944,-7.74306,55300
Watampone,120.3279,-4.5386,81629
Wangon,109.05389,-7.51611,35530
Wanaraja,107.9808,-7.1749,26240
Waingapu,120.2641,-9.6567,48828
Ungaran,110.405,-7.13972,127812
Makassar,119.43194,-5.14861,1321717
Ubud,115.2654,-8.5098,28373
Tulungagung,111.9025,-8.0657,65262
Tulangan Utara,112.6505,-7.4737,63889
Tuban,112.0649,-6.8976,76242
Tual,132.75229,-5.62878,39502
Trucuk,110.65889,-7.71833,23584
Trenggalek,111.70641,-8.0764,29083
Tondano,124.91261,1.3054,33317
Tomohon,124.80379,1.31678,27624
Ternate,127.38424,0.79065,101731
Terbanggi Besar,105.21818,-4.87898,52566
Tegal,109.1402,-6.8694,237084
Tayu,111.0518,-6.5397,26413
Tasikmalaya,108.2207,-7.3274,271143
Tarub,109.16667,-6.93333,75739
Tarakan,117.59152,3.31332,97478
Tanjung Pinang,104.45833,0.91667,192493
Tanjung Pandan,107.63477,-2.73353,62374
Bandar Lampung,105.26111,-5.42917,800348
Tanjungagung,103.80465,-3.93728,53117
Tanggulangin,112.69992,-7.49958,32866
Tangerang,106.63,-6.17806,1372124
Tabanan,115.12522,-8.5413,33667
Surakarta,110.83167,-7.55611,555308
Surabaya,112.75083,-7.24917,2374658
Sungai Raya,108.9,0.7,47735
Sungai Penuh,101.3913,-2.0561,95913
Sungailiat,106.12215,-1.85442,74719
Sumenep,113.86042,-7.01152,84656
Sumedang Utara,107.91667,-6.85,100000
Sumedang,107.91639,-6.85861,200000
Sumberpucung,112.48292,-8.15856,35285
Sumber,108.48306,-6.76028,93420
Sumbawa Besar,117.42024,-8.49317,52654
Sokaraja,109.28806,-7.45806,66482
Sukabumi,106.92667,-6.91806,276414
Srono,114.26661,-8.40003,36260
Srandakan,110.25056,-7.93861,29529
Sragen,111.02222,-7.42639,71522
Sorong,131.26104,-0.87956,125535
Soreang,107.51833,-7.03306,150932
Solok,100.6571,-0.8006,48372
Soko,112.42704,-7.48315,25494
Sofifi,127.5588,0.73729,36197
Soe,124.28395,-9.86071,27717
Sleman,110.35556,-7.71556,56215
Slawi,109.1407,-6.9816,61206
Situbondo,114.00976,-7.70623,600000
Sinjai,120.253,-5.1241,40797
Singosari,112.6658,-7.8924,57793
Singojuruh,114.23333,-8.31667,29418
Singkawang,108.98463,0.90925,101838
Sengkang,120.0297,-4.1279,59523
Singaraja,115.08818,-8.112,133784
Singaparna,108.111,-7.3515,48882
Simpang,104.09701,-1.26424,36652
Sijunjung,100.9774,-0.7005,27786
Sidoarjo,112.7183,-7.4478,139189
Sidareja,108.7923,-7.4846,30313
Sewon,110.35889,-7.87639,73585
Serpong,106.66417,-6.31694,80193
Serang,106.15417,-6.11528,164767
Sepatan,106.575,-6.11889,118439
Semarang,110.42083,-6.99306,1288084
Selogiri,110.86667,-7.78333,30180
Sawangan,106.77444,-6.40278,114069
Sampit,112.9496,-2.5315,66053
Sampang,113.2394,-7.1872,53269
Samarinda,117.14583,-0.49167,355160
Salatiga,110.49278,-7.33194,172645
Ruteng,120.46444,-8.61139,34569
Rengasdengklok,107.29806,-6.15917,201463
Rembangan,111.3416,-6.7036,44030
Rantepao,119.8978,-2.9701,40438
Rangkasbitung,106.2494,-6.3591,126910
Randudongkal,109.3243,-7.0981,28532
Rajapolah,108.1896,-7.221,39840
Purwokerto,109.23444,-7.42139,217222
Purwodadi,110.9158,-7.0868,150206
Purwakarta,107.44333,-6.55694,215803
Purbalingga,109.36389,-7.38806,56903
Pundong,110.34861,-7.95222,24081
Probolinggo,113.2159,-7.7543,181656
Prigen,112.61667,-7.68333,24164
Praya,116.27036,-8.70536,35183
Candi Prambanan,110.49417,-7.75,44925
Poso,120.7524,-1.3959,47110
Pontianak,109.325,-0.03194,455173
Ponorogo,111.462,-7.8685,79026
Polewali,119.3435,-3.4324,58190
Plumbon,108.47278,-6.705,167105
Prabumulih,104.23056,-3.43447,103470
Pemangkat,108.96667,1.16667,34029
Pemalang,109.38263,-6.89193,184149
Pelabuhanratu,106.55139,-6.9875,43001
Pekanbaru,101.44167,0.51667,703956
Pekalongan,109.6753,-6.8886,257945
Pecangaan,110.7107,-6.6978,61046
Payakumbuh,100.6334,-0.2159,121572
Pati,111.038,-6.7559,122785
Pasuruan,112.9075,-7.6453,158600
Paseh,107.7641,-7.1026,126181
Pasarkemis,106.53028,-6.17028,154234
Parung,106.73306,-6.42139,193898
Pariaman,100.11997,-0.61898,92183
Parepare,119.6255,-4.0135,140000
Pare,112.198,-7.7679,56699
Panji,114.09954,-7.72528,42789
Pangkalpinang,106.11377,-2.12914,125933
Pangkalanbuun,111.6259,-2.6832,38057
Pandeglang,106.1067,-6.3084,92316
Pandaan,112.6875,-7.65268,34184
Pandak,110.29361,-7.91306,56043
Panarukan,113.91844,-7.70181,30749
Pamulang,106.73833,-6.34278,174557
Pameungpeuk,107.60389,-7.01833,48294
Pamekasan,113.4746,-7.1568,92447
Pamanukan,107.81056,-6.28417,114290
Palu,119.87083,-0.90833,282431
Palopo,120.19694,-2.9925,129273
Palimanan,108.42417,-6.70694,92600
Palembang,104.7458,-2.91673,1441500
Palangkaraya,113.91667,-2.20833,148139
Pakisaji,112.5981,-8.0665,30213
Pagar Alam,103.24694,-4.02506,70386
Padang,100.35427,-0.94924,840352
Paciran,112.37606,-6.87666,27072
Ngunut,112.01591,-8.1058,26297
Ngoro,112.25804,-7.68386,22871
Ngawi,111.4461,-7.4038,22412
Nganjuk,111.9035,-7.6051,69011
Negara,114.61694,-8.35694,33191
Nabire,135.50074,-3.35989,43898
Muntok,105.16228,-2.06719,26709
Muntilan,110.29278,-7.58111,44859
Muncar,114.33333,-8.43333,64537
Mranggen,110.5158,-7.0268,28026
Mojokerto,112.4338,-7.4664,112557
Mojoagung,112.35,-7.56667,23534
Mlonggo,110.7,-6.53333,33542
Metro,105.30667,-5.11306,149526
Mertoyudan,110.22639,-7.52,69871
Melati,110.36667,-7.73333,67090
Maumere,122.2111,-8.6199,47598
Mataram,116.11667,-8.58333,318674
Martapura,114.8642,-3.4109,131449
Maros,119.5727,-5.006,30000
Margasari,109.025,-7.09484,27814
Margahayukencana,107.5675,-6.97083,83119
Manokwari,134.06402,-0.86291,53190
Manismata,111.03333,-2.46667,18888
Manggar,108.26667,-2.88333,34520
Mendaha,103.59331,-1.0163,56268
Manado,124.84892,1.48218,451893
Malang,112.6304,-7.9797,746716
Majene,118.9707,-3.5403,37715
Majenang,108.7642,-7.2975,38897
Majalengka,108.22778,-6.83611,87732
Magelang,110.21778,-7.47056,111461
Madiun,111.5239,-7.6298,186099
Luwuk,122.7875,-0.9516,47778
Lumajang,113.2248,-8.1335,123626
Lubuklinggau,102.8614,-3.2945,148243
Loa Janan,117.09503,-0.58295,212816
Lembang,107.6175,-6.81167,183130
Lebaksiu,109.1441,-7.0496,33606
Lawang,112.6947,-7.8353,159380
Lasem,111.4527,-6.6922,28948
Lamongan,112.41667,-7.11667,59224
Lahat,103.54279,-3.78514,65906
Labuan Bajo,119.8877,-8.4964,188724
Labuan,105.83,-6.3784,33576
Kutoarjo,109.91278,-7.71694,31352
Kuta,115.17234,-8.72332,30012
Kuningan,108.48306,-6.97583,72085
Kudus,110.8405,-6.8048,92156
Kuala Tungkal,103.46111,-0.81623,33683
Kualakapuas,114.38759,-3.00913,35632
Kroya,109.24611,-7.63306,23255
Krian,112.5792,-7.4104,38603
Kresek,106.37972,-6.13139,110182
Kraksaan,113.39624,-7.75845,28248
Kotabumi,104.8817,-4.82505,42366
Klungkung,115.4,-8.53333,27836
Klaten,110.60639,-7.70583,126831
Klangenan,108.44,-6.70944,88378
Kijang,104.63333,0.9,41344
Ketanggungan,108.891,-6.9383,44288
Kertosono,112.1,-7.58333,60782
Kepanjen,112.5727,-8.1303,51919
Kendari,122.51507,-3.9778,195006
Kencong,113.36667,-8.28333,43046
Kefamenanu,124.47806,-9.44667,29490
Kedungwuni,109.64794,-6.97038,117249
Kedungwaru,111.91667,-8.06667,80257
Kediri,112.01667,-7.81667,235143
Kebonarun,110.56306,-7.70028,21745
Kebomas,112.6333,-7.16667,75982
Kawalu,108.2082,-7.3817,50541
Katobu,122.726,-4.8299,31929
Karangsembung,108.6422,-6.8487,75856
Amlapura,115.61667,-8.45,31869
Karanganom,110.625,-7.64889,50670
Karangampel,108.45194,-6.46222,31234
Kamal,112.71917,-7.16778,22515
Kalianget,113.94244,-7.0537,23897
Juwana,111.1514,-6.715,40177
Jombang,112.23307,-7.54595,126465
Jogonalan,110.53611,-7.70361,28114
Jember,113.69953,-8.17211,298585
Jekulo,110.9262,-6.8057,37521
Jatiwangi,108.26278,-6.73361,57973
Jatiroto,111.11667,-7.88333,50059
Jatibarang,108.31528,-6.47472,73010
Jaten,110.8975,-7.57722,32378
Jambi City,103.61667,-1.6,420323
Jakarta,106.84513,-6.21462,8540121
Indramayu,108.32,-6.32639,123263
Grogol,110.81861,-7.60111,100613
Gresik,112.65611,-7.15389,73629
Gorontalo,123.0625,0.5375,144195
Gongdanglegi Kulon,112.63594,-8.17529,22468
Gombong,109.51417,-7.60722,31965
Godean,110.29389,-7.76972,63164
Genteng,114.15,-8.36667,79652
Gedangan,112.72667,-7.39083,79230
Gebog,110.8444,-6.735,43756
Gampengrejo,112.01667,-7.76667,49118
Gambiran Satu,114.1464,-8.3939,22525
Galesong,119.3661,-5.3166,83050
Ende,121.6623,-8.8432,77205
Dumai,101.44316,1.66711,143760
Dukuhturi,109.08333,-6.9,98074
Driyorejo,112.6219,-7.3659,26827
Dompu,118.4634,-8.5365,49000
Diwek,112.23109,-7.57897,41719
Depok,110.43167,-7.7625,104527
Depok,106.81861,-6.4,1198129
Denpasar,115.21667,-8.65,834881
Demak,110.6396,-6.8909,27251
Delanggu,110.68333,-7.61667,24440
Dampit,112.74934,-8.21162,23094
Curup,102.5207,-3.4703,46245
Curug,106.55639,-6.26583,191406
Comal,109.5347,-6.9053,51092
Colomadu,110.75,-7.53333,26274
Citeureup,106.88194,-6.48556,110155
Cirebon,108.557,-6.7063,254298
Ciputat,106.69556,-6.2375,207858
Cimahi,107.5425,-6.87222,493698
Cileunyi,107.75278,-6.93889,111476
Cileungsir,106.95917,-6.39472,202190
Cikarang,107.15278,-6.26111,106479
Cikampek,107.45583,-6.41972,145620
Cicurug,106.7825,-6.78139,88965
Cibinong,106.85417,-6.48167,188663
Ciamis,108.3534,-7.3257,123637
Cepu,111.5906,-7.1475,55055
Ceper,110.67889,-7.67417,28646
Caringin,106.82139,-6.70611,91845
Ciampea,106.70083,-6.55472,207212
Bulakamba,108.9559,-6.8748,27367
Bukittinggi,100.37055,-0.30907,98746
Buduran,112.7234,-7.4281,48152
Buaran,109.55,-7.05,38770
Boyolangu,111.8935,-8.1181,32287
Boyolali,110.59583,-7.53306,59851
Bontang,117.4854,0.1324,101691
Bondowoso,113.82145,-7.91346,69783
Bojonegoro,111.8817,-7.1502,86568
Bogor,106.78917,-6.59444,800000
Blora,111.4186,-6.9698,51811
Blitar,112.1681,-8.0983,132416
Bima,118.72667,-8.46006,66970
Besuki,113.69785,-7.73379,55465
Bengkulu,102.26554,-3.80044,309712
Bekasi,106.9896,-6.2349,1520119
Baturaja,104.16695,-4.12891,134759
Baturaden,109.21667,-7.3,42394
Batu,112.52833,-7.87,75631
Batang,110.7083,-6.4846,115537
Barabai,115.38333,-2.58333,60192
Banyuwangi,114.35755,-8.2325,108166
Banyumas,109.29417,-7.51417,48378
Bantul,110.32889,-7.88806,58653
Banjarmasin,114.59075,-3.31987,572837
Banjaran,107.58778,-7.04528,164952
Banjar,114.9675,-8.19,89040
Banjar,107.4313,-7.1955,37263
Bangkalan,112.7351,-7.0455,62178
Bangil,112.8186,-7.59939,120000
Bandung,107.60694,-6.92222,1699719
Bambanglipuro,110.28333,-7.95,44713
Balung,113.91667,-7.73333,47631
Balikpapan,116.82887,-1.26753,433866
Balapulang,109.10056,-7.04858,28483
Balai Pungut,101.29054,1.05949,56452
Baki,110.78389,-7.61278,58909
Baekrajan,110.8541,-6.7674,57920
Babat,112.16354,-7.11282,27038
Atambua,124.8925,-9.10611,35793
Astanajapura,108.6311,-6.8017,148047
Arjawinangun,108.41028,-6.64528,105845
Amuntai,115.24941,-2.41773,55560
Ambon,128.18333,-3.69583,355596
Ambarawa,110.3975,-7.26333,84379
Amahai,128.91975,-3.33984,47653
Adiwerna,109.1325,-6.9375,134188
Padalarang,107.47278,-6.83778,124946
Ciranjang-hilir,107.25722,-6.82,77758
Cikupa,106.50833,-6.23639,174041
Teluknaga,106.63806,-6.09889,128275
Gamping Lor,110.32639,-7.79556,66110
Kasihan,110.32917,-7.82694,86234
Ngemplak,110.71639,-7.54972,23750
Kartasura,110.73778,-7.55194,88927
Gatak,110.70444,-7.59083,48959
Kupang,123.60694,-10.17083,282396
Jayapura,140.71813,-2.53371,134895
Abepura,140.6324,-2.5964,62248
Batam,104.02491,1.14937,1164352
Seririt,114.9388,-8.1928,25000
Bedugul,115.5925,-8.4504,20000
Pekan Bahapal,99.17352,3.11313,40000
South Tangerang,106.71789,-6.28862,1303569
Amlapura city,115.60621,-8.44869,31869
Wexford,-6.4575,52.33417,19913
Waterford,-7.11194,52.25833,47904
Tralee,-9.70264,52.27042,22941
Tallaght,-6.37344,53.2859,64282
Swords,-6.21806,53.45972,36924
Sligo,-8.46943,54.26969,20228
Droichead Nua,-6.79667,53.18194,22742
Navan,-6.68139,53.65278,24545
Naas,-6.66694,53.21583,20713
An Muileann gCearr,-7.3385,53.52466,17262
Malahide,-6.15444,53.45083,16550
Lucan,-6.44859,53.35736,15269
Luimneach,-8.62306,52.66472,90054
Letterkenny,-7.73333,54.95,19274
Leixlip,-6.49556,53.36583,15504
Kilkenny,-7.25222,52.65417,21589
Greystones,-6.06306,53.14083,18140
Gaillimh,-9.05095,53.27245,70686
Finglas,-6.29694,53.38917,19768
Ennis,-8.98639,52.84361,24427
Dun Laoghaire,-6.13586,53.29395,26525
Dundalk,-6.41667,54,33428
Dublin,-6.24889,53.33306,1024027
Drogheda,-6.34778,53.71889,40956
Douglas,-8.435,51.87444,26883
Cork,-8.47061,51.89797,190384
Cluain Meala,-7.70389,52.355,17394
Celbridge,-6.54419,53.34165,20288
Carrigaline,-8.39861,51.81167,15770
Carlow,-6.92611,52.84083,20055
Bray,-6.09833,53.20278,32600
Blanchardstown,-6.37556,53.38806,16511
Balbriggan,-6.1831,53.60846,21722
Athlone,-7.93722,53.42278,21351
Sandyford,-6.2253,53.2747,22288
Donaghmede,-6.16179,53.39845,15299
Jerusalem,35.21633,31.76904,801000
Modi'in Makkabbim Re'ut,35.01504,31.89385,88749
Zikhron Ya'aqov,34.95628,32.56645,23075
Safed,35.496,32.96465,27816
Yoqne'am 'Illit,35.10382,32.65385,23311
Yirka,35.21197,32.95435,17003
Yif'at,35.22333,32.6775,18905
Yehud,34.89091,32.03317,25600
Yavne,34.73983,31.87808,31774
Jaffa,34.75224,32.05043,100000
Yafa,35.27832,32.68923,18905
Umm el Fahm,35.15349,32.51725,41030
Tirat Karmel,34.97183,32.76021,18993
Tiberias,35.53124,32.79221,39790
Tel Aviv,34.78057,32.08088,432892
maalot Tarshiha,35.26667,33.01667,21400
Tamra,35.1987,32.85301,25917
Shefar'am,35.16895,32.80583,41558
Sederot,34.59693,31.525,20228
Sakhnin,35.29707,32.86422,24596
Rosh Ha'Ayin,34.95664,32.09556,39215
Rishon LeZiyyon,34.78939,31.97102,220492
Rehovot,34.81199,31.89421,132671
Ramla,34.86563,31.92923,63860
Ramat HaSharon,34.8394,32.14613,36137
Ramat Gan,34.81065,32.08227,128095
Ra'anana,34.87386,32.1836,80000
Qiryat Yam,35.06973,32.84966,39273
Qiryat Tiv'on,35.12494,32.71618,18121
Qiryat Shemona,35.57212,33.20733,22035
Qiryat Mozqin,35.0776,32.83706,39404
Qiryat Mal'akhi,34.74632,31.72888,23124
Kiryat Gat,34.76422,31.60998,47450
Qiryat Bialik,35.08583,32.8275,36551
Qiryat Ata,35.11323,32.81149,48966
Qalansuwa,34.98106,32.28493,16898
Petah Tiqwa,34.88747,32.08707,200000
Or Yehuda,34.85788,32.02923,30802
Ofaqim,34.62025,31.3141,24311
Netivot,34.58911,31.42305,24564
Netanya,34.85992,32.33291,171676
Ness Ziona,34.79868,31.92933,38700
Nesher,35.04425,32.76622,21245
Nazerat 'Illit,35.32469,32.70816,41169
Nazareth,35.29722,32.70056,64800
Nahariyya,35.09814,33.00892,51200
Migdal Ha`Emeq,35.23986,32.67597,24800
Mevasseret Ziyyon,35.15072,31.80186,24409
Majd el Kurum,35.25568,32.92186,15292
Maghar,35.40703,32.88984,18915
Lod,34.8903,31.9467,66589
Kefar Yona,34.93507,32.31669,21611
Kfar Saba,34.90694,32.175,80773
Karmi'el,35.30501,32.91708,44382
Kafr Qasim,34.97624,32.11406,17303
Kafr Qari',35.05392,32.50666,18675
Kafr Manda,35.26009,32.81034,15014
Kafr Kanna,35.34242,32.7466,17606
Judeida Makr,35.15705,32.9282,17530
Holon,34.77918,32.01034,165787
Hod HaSharon,34.8932,32.15934,43185
Herzliya,34.82536,32.16627,83600
Haifa,34.9885,32.81841,267300
Hadera,34.9039,32.44192,75854
Giv'at Shmuel,34.84858,32.07817,18500
Givatayim,34.81253,32.07225,48000
Gedera,34.77998,31.81456,26217
Gan Yavne,34.70659,31.78737,22453
Ganei Tikva,34.8732,32.05971,16053
Even Yehuda,34.88759,32.26959,15221
Et Tira,34.95023,32.2341,20786
Et Taiyiba,35.00893,32.26616,32978
Er Reina,35.31622,32.72339,15621
Eilat,34.94821,29.55805,45588
Dimona,35.03269,31.07079,33558
Daliyat al Karmel,35.04686,32.69383,25000
Bet Shemesh,34.99293,31.73072,67100
Bet She'an,35.49632,32.49728,16800
Bnei Brak,34.8338,32.08074,154400
Be'er Ya'aqov,34.83749,31.93864,26122
Beersheba,34.7913,31.25181,186600
Bat Yam,34.75185,32.02379,128979
Baqa el Gharbiya,35.04312,32.41806,29393
Azor,34.80632,32.0243,16201
Ashkelon,34.57149,31.66926,105995
Ashdod,34.64966,31.79213,224656
'Ar'ara,35.09411,32.49553,24904
Arad,35.21282,31.25882,23700
Acre,35.07647,32.92814,45603
Afula,35.2892,32.60907,44930
West Jerusalem,35.21961,31.78199,400000
Rahat,34.75699,31.39547,19586
Modiin Ilit,35.04416,31.93221,64179
Ariel,35.18449,32.1065,17668
Tel Sheva',34.86007,31.24864,20204
'Ar'ara BaNegev,35.02274,31.16046,17640
Hura,34.93606,31.30084,21558
Kuseifa,35.0931,31.24535,21079
Shoham,34.94559,31.99866,20740
El'ad,34.95382,32.04984,47866
Yehud-Monosson,34.8796,32.0284,29312
Kadima Zoran,34.9194,32.27782,22490
Kiryat Ono,34.85618,32.06124,39986
Binyamina-Giv'at Ada,34.95398,32.51824,15627
Douglas,-4.48333,54.15,26218
Punch,74.09254,33.77033,28197
Keelakarai,78.78545,9.23183,30468
Zunheboto,94.51667,25.96667,29499
Zamania,83.55786,25.41961,32008
Zaidpur,81.32929,26.83093,33397
Zahirabad,77.60743,17.68138,46504
Yeola,74.48944,20.0424,46762
Yellapur,74.70929,14.9637,19343
Yellandu,80.32146,17.59064,43787
Yelahanka,77.59632,13.10073,116447
Yavatmal,78.13201,20.39324,128175
Yaval,75.69762,21.16772,32881
Yanam,82.21364,16.73308,36896
Yamunanagar,77.28371,30.12796,208931
Yadgir,77.13755,16.77007,65376
Wokha,94.25817,26.09717,54010
Wer,77.17636,27.0186,18268
Wellington,76.78442,11.36552,20254
Wazirganj,79.05665,28.21145,19372
Washim,77.133,20.11128,68622
Warud,78.26965,21.47101,47817
Warora,79.00277,20.22885,41523
Waris Aliganj,85.64047,25.0172,35243
Wardha,78.59784,20.73933,113759
Waraseoni,80.04301,21.76184,23800
Warangal,79.58333,18,557802
Wanparti,78.06889,16.36738,55182
Wankaner,70.94379,22.61198,47814
Wani,78.95313,20.05507,57288
Walajapet,79.36626,12.9251,30256
Wai,73.89058,17.95276,32957
Wadi,76.99048,17.05183,30602
Vyara,73.39365,21.11079,38168
Vuyyuru,80.84406,16.36307,36755
Vrindavan,77.69662,27.58105,60195
Vriddhachalam,79.32411,11.5183,61498
Vizianagaram,83.41148,18.11692,179358
Vite,74.53792,17.27343,45973
Visnagar,72.5521,23.69855,68619
Visakhapatnam,83.20161,17.68009,1063178
Visavadar,70.74966,21.33954,18382
Virudunagar,77.95787,9.58509,73273
Vadakku Viravanallur,77.51916,8.69786,19689
Virajpet,75.80512,12.19644,15976
Virar,72.81136,19.45591,150357
Vinukonda,79.73964,16.0531,61326
Villupuram,79.49244,11.93975,97380
Vikarabad,77.90441,17.3381,43337
Vijayawada,80.6466,16.50745,874587
Vijapur,72.74848,23.5623,24297
Vidisha,77.81092,23.52604,140045
Vettur,76.72582,8.71742,37219
Vettaikkaranpudur,76.91305,10.56207,18128
Vetapalem,80.30663,15.78502,38007
Veraval,70.36786,20.9077,163326
Vepagunta,83.21577,17.77844,26881
Venkatagiri,79.58032,13.96005,32761
Vemalwada,78.86894,18.46523,22920
Velur,78.00113,11.10825,18951
Vellore,79.13255,12.9184,484690
Vejalpur,73.56299,22.69021,121610
Vedaraniyam,79.85095,10.37208,32245
Vayalar,76.33888,9.71158,25094
Vattalkundu,77.75883,10.16069,22638
Vasudevanallur,77.41177,9.24171,19021
Vasind,73.26285,19.40844,16970
Vasco da Gama,73.81568,15.39585,100485
Vasa,72.75519,22.66079,15934
Varkala,76.7167,8.7333,43276
Varangaon,75.91042,21.01767,44067
Varanasi,83.01041,25.31668,1164404
Vaniyambadi,78.62014,12.68162,90288
Vandavasi,79.60556,12.50429,31530
Valsad,72.93428,20.61013,72929
Valparai,76.95116,10.32691,90353
Vallabh Vidyanagar,72.9,22.53333,32581
Valabhipur,71.87935,21.88868,18663
Vaikam,76.39637,9.74858,22807
Vaijapur,74.7275,19.92672,40043
Vadodara,73.20812,22.29941,1822221
Vadnagar,72.63893,23.78593,24832
Vadlapudi,79.8043,14.31119,17881
Vadippatti,77.96113,10.08481,22441
Vadamadurai,78.09784,10.44081,15886
Vadakku Valliyur,77.61221,8.38286,24749
Vada,73.14811,19.65347,15474
Uttiramerur,79.75748,12.61433,24315
Uttarkashi,78.44342,30.72986,17123
Uttamapalaiyam,77.32718,9.80701,22778
Utraula,82.41872,27.31933,28437
Usilampatti,77.78621,9.96936,30675
Usehat,79.23763,27.79796,15068
Uravakonda,77.25494,14.94348,33495
Uran,72.93924,18.87813,25598
Upleta,70.28256,21.74015,56354
Uppal Kalan,78.55911,17.40577,118259
Unnao,80.48781,26.54706,161671
Unjha,72.39101,23.80366,54620
Unhel,75.55931,23.33794,15837
Una,76.26914,31.46493,17569
Una,71.03795,20.82318,56545
Un,77.2554,29.58479,15007
Un,71.76975,23.88745,30671
Umreth,73.11561,22.69881,32802
Umred,79.32466,20.85396,51794
Umarkot,82.20629,19.66529,27545
Umarkhed,77.68878,19.60144,35265
Umaria,80.83716,23.52473,29740
Umarga,76.62331,17.83841,32181
Ullal,74.86058,12.80569,59116
Ulhasnagar,73.15,19.21667,516584
Ujjain,75.77643,23.18239,457346
Ujhani,79.00821,28.00311,56309
Udumalaippettai,77.24779,10.58806,58571
Udupi,74.74617,13.33467,165000
Udhampur,75.13573,32.92431,80447
Udgir,77.11756,18.39258,101064
Udangudi,78.02968,8.42918,19008
Udalguri,92.10215,26.75367,15935
Udaipura,78.51108,23.07434,15473
Udaipur,75.47178,27.72297,30264
Udaipur,73.71346,24.58584,422784
Udaipur,91.48333,23.53333,23290
Ooty,76.69521,11.4134,233426
Bara Uchana,76.17798,29.46747,15830
Turaiyur,78.5987,11.14968,32134
Tura,90.20239,25.51421,63645
Tuni,82.54607,17.35905,52658
Tundla,78.23683,27.2146,50939
Tumsar,79.73333,21.38333,43218
Tumkur,77.1022,13.34136,307359
Tulsipur,82.41653,27.5337,22486
Tuljapur,76.07011,18.00804,35596
Tufanganj,89.66549,26.31688,20420
Tuensang,94.82415,26.26704,33748
Thiruvananthapuram,76.94924,8.4855,784153
Thrissur,76.21667,10.51667,315957
Tonk,75.78824,26.16638,151331
Tondi,79.01774,9.74173,16468
Tohana,75.90441,29.71332,59749
Todaraisingh,75.48182,26.02401,22613
Todabhim,76.81667,26.91667,22529
Titlagarh,83.15233,20.28961,28405
Titagarh,88.37326,22.74252,127751
Tisaiyanvilai,77.86776,8.33702,20395
Tiruvottiyur,80.30181,13.15823,248059
Cheyyar,79.54308,12.66052,36527
Tiruvannamalai,79.07461,12.22662,138243
Tiruvallur,79.90889,13.14376,48095
Tiruvalla,76.57489,9.3816,57223
Thiruthani,79.61637,13.17594,39899
Tiruttangal,77.83333,9.48333,54499
Tirur,75.92118,10.91368,54934
Tiruppuvanam,78.25795,9.82564,22517
Tiruppur,77.35456,11.11541,963173
Tirupparangunram,78.07306,9.88151,42696
Tirupati,79.41989,13.63551,250821
Tirunelveli,77.6838,8.72742,1435844
Tirumala,79.35,13.68333,18013
Tirukkoyilur,79.20259,11.9662,28337
Tiruchengode,77.89444,11.38016,87123
Tiruchirappalli,78.69651,10.8155,1022518
Tiruchchendur,78.11906,8.49725,29872
Tirthahalli,75.24548,13.68835,15422
Tiptur,76.47768,13.2563,60957
Tinsukia,95.35992,27.48905,89373
Tinnanur,80.02713,13.11448,22125
Tindivanam,79.65551,12.234,69839
Tilhar,79.73827,27.96282,57043
Tikamgarh,78.83061,24.74327,74724
Tijara,76.85541,27.93411,21833
Thoubal,93.99639,24.63881,44493
Thiruvarur,79.6368,10.77269,58777
Thasra,73.21174,22.79831,18337
Tharad,71.62577,24.39597,24697
Tanjore,79.13909,10.78523,291067
Thanesar,76.83214,29.97323,138279
Thane,72.96355,19.19704,1261517
Thana Bhawan,77.41811,29.58605,33498
Than,71.19942,22.57422,42508
Thakurganj,88.13112,26.42742,15953
Thakurdwara,78.86145,29.19203,39860
Tezpur,92.8,26.63333,58851
Terdal,75.04667,16.49379,26411
Teonthar,81.64194,24.98207,16578
Thenkasi,77.31525,8.96003,65496
Teni,77.47772,10.01115,1034724
Tellicherry,75.4929,11.74811,97201
Telhara,76.83889,21.02694,21146
Tekkali,84.23546,18.6057,24682
Tekkalakote,76.87703,15.53444,25530
Tekari,84.84265,24.94253,19063
Tehri,78.4803,30.39086,27611
Teghra,85.94001,25.49043,46160
Tasgaon,74.60171,17.037,34933
Tarn Taran,74.92777,31.45191,58585
Tarikere,75.81382,13.70954,37848
Tharangambadi,79.85425,11.02764,20841
Taranagar,75.03207,28.6686,29392
Tarana,76.04253,23.33383,22773
Taramangalam,77.97035,11.69403,23788
Tarakeswar,88.01363,22.88605,30475
Taoru,76.94984,28.21173,19310
Tanuku,81.68143,16.75438,68290
Tandur,77.57698,17.24849,63239
