id,value
8402d99ffffffff,10
8402d9bffffffff,10
8402d9dffffffff,10
8402da3ffffffff,10
8402da5ffffffff,10
8402da7ffffffff,10
8402da9ffffffff,10
8402dadffffffff,10
8402db1ffffffff,10
8402db3ffffffff,7
8402db5ffffffff,10
8402db7ffffffff,10
8402db9ffffffff,11
8402dbbffffffff,10
8402dbdffffffff,10
8402dc1ffffffff,10
8402dc3ffffffff,10
8402dc5ffffffff,10
8402dc7ffffffff,10
8402dc9ffffffff,10
8402dcbffffffff,10
8402dcdffffffff,10
8402dd1ffffffff,10
8402dd3ffffffff,10
8402dd5ffffffff,10
8402dd7ffffffff,10
8402dd9ffffffff,10
8402ddbffffffff,10
8402dddffffffff,10
8402de1ffffffff,10
8402de3ffffffff,10
8402de5ffffffff,10
8402de7ffffffff,10
8402de9ffffffff,10
8402debffffffff,10
8402dedffffffff,10
8402e11ffffffff,10
8402e13ffffffff,10
8402e15ffffffff,16
8402e17ffffffff,10
8402e1bffffffff,10
8402e21ffffffff,16
8402e23ffffffff,16
8402e25ffffffff,16
8402e27ffffffff,16
8402e2bffffffff,16
8402e33ffffffff,16
8402e35ffffffff,16
8402e3dffffffff,16
8402e41ffffffff,10
8402e45ffffffff,10
8402e47ffffffff,10
8402e49ffffffff,10
8402e4bffffffff,10
8402e4dffffffff,10
8402e51ffffffff,10
8402e59ffffffff,16
8402e5bffffffff,10
8402e5dffffffff,10
8402e61ffffffff,10
8402e65ffffffff,10
8402e69ffffffff,10
8402e6bffffffff,10
8402e6dffffffff,10
8402e81ffffffff,10
8402e83ffffffff,10
8402e85ffffffff,10
8402e87ffffffff,10
8402e89ffffffff,10
8402e8bffffffff,10
8402e8dffffffff,10
8402e91ffffffff,10
8402e93ffffffff,10
8402e95ffffffff,10
8402e97ffffffff,10
8402e99ffffffff,10
8402e9bffffffff,10
8402e9dffffffff,10
8402ea9ffffffff,10
8402eabffffffff,10
8402ebbffffffff,10
8402ebdffffffff,10
8402ec1ffffffff,10
8402ec3ffffffff,10
8402ec5ffffffff,10
8402ec7ffffffff,10
8402ec9ffffffff,16
8402ecbffffffff,16
8402ecdffffffff,10
8402ed1ffffffff,10
8402ed3ffffffff,10
8402ed5ffffffff,10
8402ed7ffffffff,10
8402ed9ffffffff,10
8402eddffffffff,10
8402ee1ffffffff,10
8402ee3ffffffff,10
8402ee5ffffffff,16
8402ee7ffffffff,10
8402ee9ffffffff,10
8402eebffffffff,10
8402eedffffffff,16
8402f05ffffffff,10
8402f07ffffffff,10
8402f11ffffffff,16
8402f13ffffffff,16
8402f15ffffffff,10
8402f17ffffffff,16
8402f1bffffffff,16
8402f21ffffffff,10
8402f23ffffffff,10
8402f25ffffffff,10
8402f27ffffffff,10
8402f29ffffffff,10
8402f2bffffffff,10
8402f2dffffffff,10
8402f31ffffffff,10
8402f33ffffffff,10
8402f35ffffffff,10
8402f37ffffffff,10
8402f39ffffffff,10
8402f3bffffffff,10
8402f3dffffffff,10
8402f41ffffffff,10
8402f43ffffffff,10
8402f49ffffffff,10
8402f4bffffffff,10
8402f4dffffffff,10
8402f59ffffffff,10
8402f5dffffffff,10
8402f61ffffffff,10
8402f63ffffffff,10
8402f65ffffffff,10
8402f67ffffffff,10
8402f69ffffffff,10
8402f6dffffffff,10
8403401ffffffff,15
8403403ffffffff,16
8403405ffffffff,16
8403407ffffffff,15
8403409ffffffff,15
840340bffffffff,15
840340dffffffff,16
8403411ffffffff,15
8403413ffffffff,15
8403415ffffffff,16
8403417ffffffff,15
8403419ffffffff,15
840341bffffffff,15
840341dffffffff,15
8403421ffffffff,15
8403423ffffffff,15
8403425ffffffff,15
8403427ffffffff,15
8403429ffffffff,16
840342bffffffff,16
840342dffffffff,16
8403431ffffffff,16
8403435ffffffff,16
8403439ffffffff,16
840343bffffffff,15
840343dffffffff,16
8403441ffffffff,16
8403443ffffffff,16
8403445ffffffff,16
8403447ffffffff,16
8403449ffffffff,15
840344bffffffff,16
840344dffffffff,15
8403451ffffffff,15
8403453ffffffff,15
8403455ffffffff,15
8403457ffffffff,15
8403459ffffffff,15
840345bffffffff,15
840345dffffffff,15
8403461ffffffff,15
8403463ffffffff,16
8403465ffffffff,10
8403467ffffffff,10
8403469ffffffff,16
840346bffffffff,16
840346dffffffff,15
8403481ffffffff,15
8403483ffffffff,15
8403485ffffffff,15
8403487ffffffff,15
8403489ffffffff,15
840348bffffffff,15
840348dffffffff,15
8403491ffffffff,15
8403493ffffffff,15
8403495ffffffff,15
8403497ffffffff,15
8403499ffffffff,15
840349bffffffff,15
840349dffffffff,15
84034a1ffffffff,15
84034a3ffffffff,15
84034a5ffffffff,10
84034a7ffffffff,15
84034a9ffffffff,15
84034abffffffff,15
84034adffffffff,10
84034b1ffffffff,15
84034b3ffffffff,15
84034b5ffffffff,10
84034b7ffffffff,10
84034b9ffffffff,15
84034bbffffffff,15
84034bdffffffff,15
84034c1ffffffff,15
84034c3ffffffff,15
84034c5ffffffff,15
84034c7ffffffff,15
84034c9ffffffff,15
84034cbffffffff,15
84034cdffffffff,15
84034d1ffffffff,15
84034d3ffffffff,15
84034d5ffffffff,15
84034d7ffffffff,15
84034d9ffffffff,15
84034dbffffffff,15
84034ddffffffff,15
84034e1ffffffff,15
84034e3ffffffff,15
84034e5ffffffff,15
84034e7ffffffff,15
84034e9ffffffff,15
84034ebffffffff,15
84034edffffffff,15
8403501ffffffff,15
8403503ffffffff,15
8403505ffffffff,16
8403507ffffffff,15
8403509ffffffff,15
840350bffffffff,15
840350dffffffff,15
8403511ffffffff,15
8403513ffffffff,15
8403515ffffffff,15
8403517ffffffff,16
8403519ffffffff,15
840351bffffffff,15
840351dffffffff,15
8403521ffffffff,16
8403523ffffffff,16
8403525ffffffff,16
8403527ffffffff,16
8403529ffffffff,16
840352bffffffff,16
840352dffffffff,16
8403531ffffffff,15
8403533ffffffff,10
8403535ffffffff,10
8403537ffffffff,10
8403539ffffffff,15
840353bffffffff,10
840353dffffffff,15
