time1,time2,lon1,lat1,alt1,lon2,lat2,alt2
623,4345,144.835,-37.6541,0,138.5873,-34.9104,152
623,6443,151.9579,-27.7794,1219,153.5073,-28.1559,-30
623,1782,-78.4588,43.0699,610,-77.9291,43.1814,267
629,8840,-80.2385,25.8062,305,-80.1578,40.4421,610
629,7433,144.7537,-37.9281,-305,144.7555,-37.9448,-84
633,4454,-122.9612,45.5254,0,-122.8867,48.7408,244
633,4138,7.1378,50.8747,0,-1.3132,52.83,0
634,2699,106.0426,20.7879,4572,107.833,16.8106,6965
637,1858,-97.0508,32.9033,305,-99.0043,32.5738,3505
642,14848,37.8958,55.4016,305,77.1049,43.3846,884
643,8084,-79.8536,39.5671,1524,-84.417,39.0729,427
644,1385,100.7264,13.6401,610,100.671,12.3564,9014
644,5832,-122.1256,37.6626,0,-122.1203,37.6599,-30
645,1394,-77.0182,39.4674,0,-77.19,39.1921,366
647,3884,-119.2468,35.4614,2134,-121.8142,37.3275,30
650,6080,-76.6982,39.1756,305,-87.7532,41.7859,183
651,5249,106.8707,29.6019,10363,112.7357,23.1971,3040
653,2146,132.385,34.1146,1524,135.3895,32.9291,10668
653,2005,-78.196,34.7385,1524,-78.77,35.9002,168
653,2030,-97.0298,32.9135,305,-94.3603,32.2582,10142
655,3864,-84.4219,33.6347,305,-78.1639,37.0522,4526
658,1913,-72.8058,40.9968,610,-73.4148,40.746,84
660,1518,-98.4698,29.7218,610,-98.4681,29.7657,640
664,1355,113.946,22.5565,0,114.3722,22.7131,663
664,1935,113.8178,22.6262,305,115.1959,24.0938,8108
665,3749,-113.0286,38.1452,2134,-113.0512,37.7566,1996
667,7559,-81.7698,26.5261,305,-84.793,39.0465,716
667,1681,-117.6558,33.7836,610,-117.9823,33.8716,91
669,11159,-80.951,35.1833,610,-104.6423,39.7804,1951
670,1276,-81.0459,29.1686,0,-80.9676,28.9422,1204
672,2900,77.6527,13.2242,1219,76.5367,10.156,739
675,2236,139.3645,-30.4391,3353,138.0388,-32.1121,3124
675,3218,-80.9333,35.1933,305,-76.2119,36.8822,38
675,2099,-76.0683,38.5763,305,-76.7628,39.0735,213
679,1504,-85.1694,41.2628,1219,-85.227,41.2056,914
680,2992,76.5028,10.1872,1524,77.7397,13.2068,1006
682,4395,-116.987,32.8305,305,-116.9331,32.8224,335
684,2204,-86.8618,39.0954,914,-86.7837,39.2523,1082
689,1914,121.604,25.0621,305,120.8065,25.6233,2911
689,4458,144.9029,-37.7209,0,146.9523,-36.069,15
689,8829,-87.7428,41.7784,305,-98.4106,29.5833,655
691,1558,127.0406,36.7803,4572,126.8203,37.5372,76
700,5718,-117.8593,33.691,305,-111.9526,40.5947,2278
700,7786,-122.3082,47.442,0,-118.3714,34.198,229
702,2279,-83.375,42.1596,914,-82.9433,40.0052,419
705,2519,-122.1152,37.4613,-305,-122.1133,37.4593,-69
708,2219,-115.9294,34.0471,6096,-117.8873,33.6465,160
709,8275,-113.2932,53.4377,2743,-113.1823,53.586,3399
710,2788,147.108,-38.1093,305,147.2081,-38.0228,160
713,2316,-123.2095,44.9786,914,-123.0155,45.152,724
