state,type,id,year,incidents,fatalities
AL,I,65,1990,37,44
AL,I,65,1995,25,29
AL,I,65,2000,57,61
AL,I,65,2005,55,65
AL,I,65,2010,22,27
AL,I,65,2015,34,37
AL,I,59,1990,29,34
AL,I,59,1995,16,20
AL,I,59,2000,29,31
AL,I,59,2005,17,20
AL,I,59,2010,33,33
AL,I,59,2015,22,23
AL,I,10,1990,5,5
AL,I,10,1995,12,13
AL,I,10,2000,11,12
AL,I,10,2005,10,12
AL,I,10,2010,9,11
AL,I,10,2015,7,7
AL,I,85,1990,7,8
AL,I,85,1995,10,12
AL,I,85,2000,14,17
AL,I,85,2005,11,15
AL,I,85,2010,11,11
AL,I,85,2015,11,11
AL,I,20,1990,8,9
AL,I,20,1995,15,20
AL,I,20,2000,12,13
AL,I,20,2005,12,17
AL,I,20,2010,12,13
AL,I,20,2015,8,9
AL,I,759,1990,1,1
AL,I,759,2000,1,1
AL,I,459,1990,3,3
AL,I,459,1995,3,3
AL,I,459,2000,3,3
AL,I,459,2005,4,4
AL,I,459,2010,4,4
AL,I,459,2015,4,4
AZ,I,10,1990,62,70
AZ,I,10,1995,60,75
AZ,I,10,2000,87,112
AZ,I,10,2005,96,115
AZ,I,10,2010,54,69
AZ,I,10,2015,54,62
AZ,I,19,1990,9,9
AZ,I,19,1995,2,2
AZ,I,19,2000,5,5
AZ,I,19,2005,10,10
AZ,I,19,2010,11,13
AZ,I,19,2015,2,2
AZ,I,40,1990,31,34
AZ,I,40,1995,31,41
AZ,I,40,2000,45,50
AZ,I,40,2005,37,49
AZ,I,40,2010,22,26
AZ,I,40,2015,33,41
AZ,I,17,1990,17,19
AZ,I,17,1995,24,27
AZ,I,17,2000,32,38
AZ,I,17,2005,39,46
AZ,I,17,2010,22,24
AZ,I,17,2015,21,24
AZ,I,8,1990,9,11
AZ,I,8,1995,11,13
AZ,I,8,2000,13,17
AZ,I,8,2005,11,13
AZ,I,8,2010,4,4
AZ,I,8,2015,6,6
AZ,I,15,1990,4,4
AZ,I,15,1995,4,4
AZ,I,15,2000,2,3
AZ,I,15,2005,7,8
AZ,I,15,2010,4,5
AZ,I,15,2015,3,3
AR,I,30,1990,20,23
AR,I,30,1995,13,14
AR,I,30,2000,34,41
AR,I,30,2005,22,27
AR,I,30,2010,22,26
AR,I,30,2015,14,14
AR,I,540,1990,3,4
AR,I,540,2000,5,5
AR,I,540,2005,8,9
AR,I,540,2010,6,6
AR,I,540,2015,1,1
AR,I,55,1990,8,9
AR,I,55,1995,4,4
AR,I,55,2000,7,7
AR,I,55,2005,6,7
AR,I,55,2010,4,5
AR,I,55,2015,6,10
AR,I,430,1990,1,1
AR,I,430,2000,4,8
AR,I,430,2005,1,1
AR,I,430,2010,4,4
AR,I,430,2015,2,2
AR,I,40,1990,17,18
AR,I,40,1995,18,23
AR,I,40,2000,34,41
AR,I,40,2005,32,36
AR,I,40,2010,23,29
AR,I,40,2015,24,32
AR,I,440,1990,1,1
AR,I,440,2000,3,3
AR,I,440,2005,2,3
AR,I,440,2015,1,1
AR,I,630,1990,1,1
AR,I,630,1995,1,1
AR,I,630,2005,1,1
AR,I,630,2015,3,4
CA,I,880,1990,13,15
CA,I,880,1995,5,5
CA,I,880,2000,16,18
CA,I,880,2005,12,12
CA,I,880,2010,8,8
CA,I,880,2015,14,14
CA,I,5,1990,213,246
CA,I,5,1995,150,191
CA,I,5,2000,162,181
CA,I,5,2005,159,191
CA,I,5,2010,98,115
CA,I,5,2015,116,124
CA,I,15,1990,94,110
CA,I,15,1995,74,96
CA,I,15,2000,88,103
CA,I,15,2005,94,109
CA,I,15,2010,51,56
CA,I,15,2015,50,63
CA,I,605,1990,18,20
CA,I,605,1995,8,8
CA,I,605,2000,10,11
CA,I,605,2005,6,6
CA,I,605,2010,9,11
CA,I,605,2015,12,13
CA,I,8,1990,32,33
CA,I,8,1995,31,35
CA,I,8,2000,28,37
CA,I,8,2005,30,31
CA,I,8,2010,16,18
CA,I,8,2015,13,14
CA,I,10,1990,64,79
CA,I,10,1995,57,72
CA,I,10,2000,63,72
CA,I,10,2005,60,68
CA,I,10,2010,50,52
CA,I,10,2015,37,45
CA,I,80,1990,32,38
CA,I,80,1995,27,29
CA,I,80,2000,28,31
CA,I,80,2005,49,61
CA,I,80,2010,35,36
CA,I,80,2015,37,43
CA,I,215,1990,23,29
CA,I,215,1995,10,12
CA,I,215,2000,10,14
CA,I,215,2005,19,21
CA,I,215,2010,7,7
CA,I,215,2015,13,13
CA,I,280,1990,17,23
CA,I,280,1995,10,10
CA,I,280,2000,7,7
CA,I,280,2005,12,13
CA,I,280,2010,5,6
CA,I,280,2015,9,9
CA,I,805,1990,13,13
CA,I,805,1995,8,9
CA,I,805,2000,18,20
CA,I,805,2005,13,15
CA,I,805,2010,9,10
CA,I,805,2015,7,9
CA,I,580,1990,12,16
CA,I,580,1995,18,20
CA,I,580,2000,19,21
CA,I,580,2005,16,21
CA,I,580,2010,9,10
CA,I,580,2015,17,19
CA,I,40,1990,14,14
CA,I,40,1995,13,20
CA,I,40,2000,10,14
CA,I,40,2005,17,30
CA,I,40,2010,14,15
CA,I,40,2015,7,7
CA,I,210,1990,15,16
CA,I,210,1995,10,10
CA,I,210,2000,13,15
CA,I,210,2005,16,17
CA,I,210,2010,10,10
CA,I,210,2015,9,9
CA,I,405,1990,28,31
CA,I,405,1995,19,21
CA,I,405,2000,22,24
CA,I,405,2005,15,17
CA,I,405,2010,11,11
CA,I,405,2015,29,30
CA,I,110,1990,16,19
CA,I,110,1995,10,10
CA,I,110,2000,7,7
CA,I,110,2005,13,14
CA,I,110,2010,6,6
CA,I,110,2015,6,6
CA,I,505,1990,2,3
CA,I,505,2005,4,4
CA,I,505,2010,2,3
CA,I,505,2015,1,4
CA,I,680,1990,16,19
CA,I,680,1995,11,14
CA,I,680,2000,14,15
CA,I,680,2005,15,20
CA,I,680,2010,5,6
CA,I,680,2015,10,11
CA,I,105,1990,7,7
CA,I,105,1995,3,3
CA,I,105,2000,6,6
CA,I,105,2005,8,8
CA,I,105,2010,2,2
CA,I,105,2015,1,1
CA,I,710,1990,17,21
CA,I,710,1995,18,20
CA,I,710,2000,13,13
CA,I,710,2005,16,16
CA,I,710,2010,10,10
CA,I,710,2015,5,5
CA,I,205,1990,4,4
CA,I,205,1995,3,3
CA,I,205,2000,5,5
CA,I,205,2005,3,3
CA,I,205,2010,1,1
CA,I,205,2015,2,2
CA,I,238,1990,1,1
CA,I,238,2005,1,1
CO,I,225,1990,4,5
CO,I,225,1995,2,2
CO,I,225,2000,1,1
CO,I,225,2005,2,2
CO,I,225,2010,2,2
CO,I,225,2015,3,4
CO,I,25,1990,49,55
CO,I,25,1995,56,64
CO,I,25,2000,52,56
CO,I,25,2005,33,34
CO,I,25,2010,34,36
CO,I,25,2015,32,35
CO,I,70,1990,29,32
CO,I,70,1995,50,56
CO,I,70,2000,41,46
CO,I,70,2005,33,35
CO,I,70,2010,21,26
CO,I,70,2015,33,35
CO,I,76,1990,9,12
CO,I,76,1995,3,5
CO,I,76,2000,16,22
CO,I,76,2005,9,11
CO,I,76,2010,10,10
CO,I,76,2015,14,16
CO,I,270,1990,1,1
CO,I,270,1995,2,3
CO,I,270,2005,3,3
CO,I,270,2010,1,1
CO,I,270,2015,1,1
CT,I,95,1990,19,22
CT,I,95,1995,16,18
CT,I,95,2000,19,25
CT,I,95,2005,14,14
CT,I,95,2010,24,26
CT,I,95,2015,16,19
CT,I,84,1990,10,10
CT,I,84,1995,13,14
CT,I,84,2000,17,19
CT,I,84,2005,9,9
CT,I,84,2010,14,17
CT,I,84,2015,14,15
CT,I,91,1990,12,13
CT,I,91,1995,7,11
CT,I,91,2000,6,6
CT,I,91,2005,9,11
CT,I,91,2010,19,21
CT,I,91,2015,12,12
CT,I,384,1990,1,1
CT,I,384,1995,1,1
CT,I,384,2000,2,2
CT,I,384,2005,2,2
CT,I,691,1990,1,1
CT,I,691,2005,1,1
CT,I,691,2010,1,1
CT,I,691,2015,2,2
CT,I,395,1990,2,2
CT,I,395,1995,1,1
CT,I,395,2000,4,4
CT,I,395,2005,1,1
CT,I,395,2010,4,4
CT,I,395,2015,5,6
DC,I,295,1990,2,3
DC,I,295,1995,2,2
DC,I,295,2000,1,1
DC,I,295,2005,2,4
DC,I,295,2010,3,3
DC,I,395,1990,1,1
DC,I,395,1995,1,1
DC,I,395,2005,1,1
FL,I,95,1990,67,77
FL,I,95,1995,84,96
FL,I,95,2000,105,116
FL,I,95,2005,140,161
FL,I,95,2010,91,110
FL,I,95,2015,86,99
FL,I,395,1990,1,1
FL,I,395,1995,4,5
FL,I,395,2005,4,4
FL,I,395,2010,4,4
FL,I,75,1990,38,48
FL,I,75,1995,58,62
FL,I,75,2000,110,121
FL,I,75,2005,130,161
FL,I,75,2010,71,79
FL,I,75,2015,84,93
FL,I,10,1990,27,36
FL,I,10,1995,22,27
FL,I,10,2000,41,48
FL,I,10,2005,52,60
FL,I,10,2010,36,42
FL,I,10,2015,36,48
FL,I,4,1990,44,53
FL,I,4,1995,22,31
FL,I,4,2000,26,31
FL,I,4,2005,50,57
FL,I,4,2010,20,21
FL,I,4,2015,29,30
FL,I,295,1990,21,25
FL,I,295,1995,8,8
FL,I,295,2000,13,15
FL,I,295,2005,11,13
FL,I,295,2010,13,14
FL,I,295,2015,12,15
FL,I,275,1990,8,8
FL,I,275,1995,4,4
FL,I,275,2000,13,13
FL,I,275,2005,15,16
FL,I,275,2010,14,14
FL,I,275,2015,6,6
FL,I,195,1990,1,1
FL,I,195,2000,1,1
FL,I,195,2005,2,3
FL,I,195,2010,2,2
FL,I,195,2015,2,2
FL,I,595,1990,5,5
FL,I,595,1995,17,18
FL,I,595,2000,7,7
FL,I,595,2005,15,16
FL,I,595,2010,5,5
FL,I,595,2015,6,6
FL,I,375,1990,1,1
FL,I,375,2010,2,2
GA,I,185,1990,5,5
GA,I,185,1995,6,7
GA,I,185,2000,4,4
GA,I,185,2005,5,5
GA,I,185,2010,4,5
GA,I,185,2015,2,3
GA,I,75,1990,61,73
GA,I,75,1995,53,67
GA,I,75,2000,65,74
GA,I,75,2005,64,69
GA,I,75,2010,44,49
GA,I,75,2015,60,62
GA,I,95,1990,18,19
GA,I,95,1995,7,10
GA,I,95,2000,22,28
GA,I,95,2005,10,14
GA,I,95,2010,16,21
GA,I,95,2015,7,10
GA,I,285,1990,17,18
GA,I,285,1995,17,20
GA,I,285,2000,21,23
GA,I,285,2005,14,18
GA,I,285,2010,16,16
GA,I,285,2015,21,22
GA,I,20,1990,29,32
GA,I,20,1995,21,25
GA,I,20,2000,42,51
GA,I,20,2005,26,34
GA,I,20,2010,27,33
GA,I,20,2015,28,32
GA,I,85,1990,20,21
GA,I,85,1995,15,16
GA,I,85,2000,26,31
GA,I,85,2005,27,32
GA,I,85,2010,15,15
GA,I,85,2015,22,25
GA,I,516,1990,2,2
GA,I,516,1995,2,2
GA,I,516,2005,4,4
GA,I,516,2010,2,3
GA,I,516,2015,3,4
GA,I,575,1990,4,4
GA,I,575,1995,2,2
GA,I,575,2000,3,4
GA,I,575,2005,6,6
GA,I,575,2010,5,5
GA,I,575,2015,1,1
GA,I,475,1990,1,1
GA,I,475,2005,3,3
GA,I,475,2010,1,1
GA,I,475,2015,1,1
GA,I,16,1990,6,6
GA,I,16,1995,6,7
GA,I,16,2000,13,19
GA,I,16,2005,11,13
GA,I,16,2010,16,16
GA,I,16,2015,14,27
GA,I,675,1990,1,1
GA,I,675,1995,4,4
GA,I,675,2000,4,4
GA,I,675,2005,2,2
GA,I,675,2010,1,1
GA,I,675,2015,2,2
GA,I,985,1990,1,1
GA,I,985,1995,2,2
GA,I,985,2000,6,6
GA,I,985,2005,3,3
GA,I,985,2010,1,2
GA,I,985,2015,4,4
ID,I,86,1990,3,3
ID,I,86,1995,1,1
ID,I,86,2000,2,3
ID,I,86,2005,2,2
ID,I,86,2010,2,3
ID,I,86,2015,2,2
ID,I,84,1990,12,15
ID,I,84,1995,22,25
ID,I,84,2000,30,34
ID,I,84,2005,24,26
ID,I,84,2010,16,23
ID,I,84,2015,18,21
ID,I,90,1990,7,7
ID,I,90,1995,1,1
ID,I,90,2000,6,6
ID,I,90,2005,1,1
ID,I,90,2010,2,2
ID,I,90,2015,4,5
ID,I,15,1990,6,7
ID,I,15,1995,10,11
ID,I,15,2000,8,9
ID,I,15,2005,9,11
ID,I,15,2010,8,8
ID,I,15,2015,12,12
IL,I,90,1990,17,17
IL,I,90,1995,19,20
IL,I,90,2000,10,16
IL,I,90,2005,17,23
IL,I,90,2010,12,13
IL,I,90,2015,9,9
IL,I,290,1990,12,15
IL,I,290,1995,8,9
IL,I,290,2000,7,8
IL,I,290,2005,9,10
IL,I,290,2010,2,2
IL,I,290,2015,9,10
IL,I,55,1990,55,63
IL,I,55,1995,26,32
IL,I,55,2000,34,38
IL,I,55,2005,30,30
IL,I,55,2010,19,20
IL,I,55,2015,28,31
IL,I,70,1990,4,4
IL,I,70,1995,7,8
IL,I,70,2000,4,4
IL,I,70,2005,7,9
IL,I,70,2010,8,9
IL,I,70,2015,5,6
IL,I,94,1990,23,25
IL,I,94,1995,24,26
IL,I,94,2000,25,31
IL,I,94,2005,20,21
IL,I,94,2010,8,9
IL,I,94,2015,9,9
IL,I,57,1990,24,33
IL,I,57,1995,25,37
IL,I,57,2000,31,36
IL,I,57,2005,26,35
IL,I,57,2010,31,36
IL,I,57,2015,13,13
IL,I,80,1990,16,23
IL,I,80,1995,11,13
IL,I,80,2000,22,23
IL,I,80,2005,15,16
IL,I,80,2010,9,9
IL,I,80,2015,6,7
IL,I,294,1990,9,10
IL,I,294,1995,9,9
IL,I,294,2000,9,10
IL,I,294,2005,10,10
IL,I,294,2010,3,4
IL,I,294,2015,4,4
IL,I,74,1990,11,13
IL,I,74,1995,13,13
IL,I,74,2000,10,11
IL,I,74,2005,8,9
IL,I,74,2010,8,10
IL,I,74,2015,7,8
IL,I,280,1990,1,1
IL,I,280,1995,1,3
IL,I,64,1990,7,9
IL,I,64,1995,4,4
IL,I,64,2000,5,6
IL,I,64,2005,1,1
IL,I,64,2010,4,5
IL,I,64,2015,6,7
IL,I,24,1990,3,4
IL,I,24,1995,2,2
IL,I,24,2005,5,7
IL,I,24,2010,2,3
IL,I,24,2015,1,1
IL,I,88,1990,4,4
IL,I,88,1995,3,5
IL,I,88,2000,6,6
IL,I,88,2005,6,7
IL,I,88,2010,2,3
IL,I,88,2015,3,3
IL,I,255,1990,3,3
IL,I,255,1995,1,2
IL,I,255,2000,1,1
IL,I,255,2005,3,3
IL,I,255,2010,2,2
IL,I,255,2015,3,4
IL,I,355,1990,1,1
IL,I,355,2000,4,5
IL,I,355,2005,1,1
IL,I,355,2015,2,2
IL,I,180,1990,1,2
IL,I,72,1990,2,2
IL,I,72,1995,2,4
IL,I,72,2000,7,9
IL,I,72,2005,3,4
IL,I,72,2015,4,4
IN,I,65,1990,33,43
IN,I,65,1995,30,37
IN,I,65,2000,21,23
IN,I,65,2005,37,40
IN,I,65,2010,26,31
IN,I,65,2015,20,26
IN,I,70,1990,14,18
IN,I,70,1995,17,20
IN,I,70,2000,11,12
IN,I,70,2005,20,20
IN,I,70,2010,7,7
IN,I,70,2015,17,18
IN,I,465,1990,8,9
IN,I,465,1995,11,12
IN,I,465,2000,5,5
IN,I,465,2005,6,6
IN,I,465,2010,3,3
IN,I,465,2015,7,9
IN,I,69,1990,3,3
IN,I,69,1995,5,7
IN,I,69,2000,3,3
IN,I,69,2005,10,13
IN,I,69,2010,3,3
IN,I,69,2015,12,14
IN,I,80,1990,7,7
IN,I,80,1995,11,13
IN,I,80,2000,16,20
IN,I,80,2005,12,16
IN,I,80,2010,5,5
IN,I,80,2015,6,9
IN,I,64,1990,3,5
IN,I,64,1995,3,3
IN,I,64,2000,3,4
IN,I,64,2005,1,1
IN,I,64,2010,2,2
IN,I,64,2015,4,4
IN,I,74,1990,7,8
IN,I,74,1995,6,8
IN,I,74,2000,6,9
IN,I,74,2005,9,10
IN,I,74,2010,5,6
IN,I,74,2015,7,8
IN,I,94,1990,6,13
IN,I,94,2000,4,4
IN,I,94,2005,4,4
IN,I,94,2010,3,3
IN,I,90,1990,1,1
IN,I,90,1995,3,3
IN,I,90,2000,4,4
IN,I,90,2005,3,3
IN,I,90,2010,1,1
IN,I,90,2015,2,2
IN,I,469,1990,1,1
IN,I,469,2000,1,1
IN,I,469,2015,2,2
IA,I,235,1990,3,3
IA,I,235,2000,1,1
IA,I,235,2005,1,1
IA,I,235,2010,3,3
IA,I,80,1990,15,16
IA,I,80,1995,11,15
IA,I,80,2000,24,29
IA,I,80,2005,21,26
IA,I,80,2010,19,26
IA,I,80,2015,11,14
IA,I,35,1990,6,7
IA,I,35,1995,4,4
IA,I,35,2000,10,14
IA,I,35,2005,12,16
IA,I,35,2010,11,11
IA,I,35,2015,4,6
IA,I,29,1990,6,8
IA,I,29,1995,6,8
IA,I,29,2000,7,7
IA,I,29,2005,4,4
IA,I,29,2010,11,14
IA,I,29,2015,6,7
IA,I,380,1990,1,1
IA,I,380,1995,2,3
IA,I,380,2000,1,1
IA,I,380,2005,4,6
IA,I,380,2010,2,2
IA,I,380,2015,2,2
IA,I,680,1990,1,1
IA,I,680,2000,1,1
IA,I,680,2015,1,1
KS,I,635,1990,1,1
KS,I,635,1995,2,2
KS,I,635,2000,1,1
KS,I,635,2005,2,2
KS,I,135,1990,5,8
KS,I,135,1995,11,12
KS,I,135,2000,4,4
KS,I,135,2005,2,3
KS,I,135,2010,3,3
KS,I,135,2015,7,7
KS,I,70,1990,15,17
KS,I,70,1995,18,21
KS,I,70,2000,20,23
KS,I,70,2005,10,11
KS,I,70,2010,17,19
KS,I,70,2015,12,14
KS,I,35,1990,12,17
KS,I,35,1995,8,9
KS,I,35,2000,12,13
KS,I,35,2005,12,15
KS,I,35,2010,11,18
KS,I,35,2015,8,10
KS,I,435,1990,3,3
KS,I,435,1995,1,1
KS,I,435,2000,4,4
KS,I,435,2005,1,1
KS,I,435,2010,2,2
KS,I,335,1990,1,1
KS,I,335,2005,1,1
KS,I,335,2015,2,2
KS,I,235,1990,1,1
KS,I,235,2005,8,9
KS,I,235,2010,2,2
KS,I,235,2015,1,1
KY,I,65,1990,16,20
KY,I,65,1995,12,20
KY,I,65,2000,20,27
KY,I,65,2005,23,27
KY,I,65,2010,14,24
KY,I,65,2015,13,13
KY,I,75,1990,18,20
KY,I,75,1995,7,10
KY,I,75,2000,9,9
KY,I,75,2005,21,27
KY,I,75,2010,20,20
KY,I,75,2015,20,22
KY,I,264,1990,4,6
KY,I,264,1995,3,5
KY,I,264,2000,4,4
KY,I,264,2005,2,2
KY,I,264,2010,3,3
KY,I,264,2015,3,3
KY,I,71,1990,4,6
KY,I,71,1995,3,3
KY,I,71,2000,6,8
KY,I,71,2005,11,15
KY,I,71,2010,4,6
KY,I,71,2015,7,7
KY,I,24,1990,1,1
KY,I,24,1995,5,5
KY,I,24,2000,6,7
KY,I,24,2005,6,7
KY,I,24,2010,4,5
KY,I,24,2015,4,4
KY,I,64,1990,14,14
KY,I,64,1995,13,18
KY,I,64,2000,18,21
KY,I,64,2005,11,12
KY,I,64,2010,21,24
KY,I,64,2015,17,17
KY,I,265,1990,1,1
KY,I,265,1995,3,3
KY,I,265,2000,2,2
KY,I,265,2005,5,9
KY,I,265,2010,3,3
KY,I,265,2015,3,3
LA,I,10,1990,41,50
LA,I,10,1995,37,45
LA,I,10,2000,51,60
LA,I,10,2005,50,62
LA,I,10,2010,44,54
LA,I,10,2015,40,47
LA,I,110,1990,1,1
LA,I,110,1995,1,1
LA,I,110,2000,3,4
LA,I,110,2005,1,1
LA,I,110,2010,2,2
LA,I,110,2015,1,1
LA,I,55,1990,5,5
LA,I,55,1995,4,4
LA,I,55,2000,9,12
LA,I,55,2005,12,15
LA,I,55,2010,10,13
LA,I,55,2015,4,4
LA,I,20,1990,16,25
LA,I,20,1995,18,20
LA,I,20,2000,22,25
LA,I,20,2005,21,24
LA,I,20,2010,23,26
LA,I,20,2015,17,18
LA,I,59,1990,2,2
LA,I,59,1995,1,1
LA,I,59,2000,1,2
LA,I,59,2005,2,2
LA,I,59,2010,1,4
LA,I,59,2015,1,1
LA,I,12,1990,12,15
LA,I,12,1995,6,8
LA,I,12,2000,14,15
LA,I,12,2005,22,27
LA,I,12,2010,10,10
LA,I,12,2015,7,7
LA,I,49,1990,4,4
LA,I,49,1995,5,5
LA,I,49,2000,14,14
LA,I,49,2005,15,18
LA,I,49,2010,10,10
LA,I,49,2015,12,15
LA,I,610,1990,3,3
LA,I,610,1995,3,3
LA,I,610,2010,1,2
LA,I,610,2015,1,1
ME,I,95,1990,8,9
ME,I,95,1995,8,11
ME,I,95,2000,7,7
ME,I,95,2005,9,11
ME,I,95,2010,7,7
ME,I,95,2015,9,9
ME,I,495,1990,4,6
ME,I,495,1995,1,1
ME,I,495,2000,1,1
ME,I,195,1990,1,1
ME,I,195,1995,1,1
MD,I,270,1990,6,7
MD,I,270,1995,3,3
MD,I,270,2000,3,4
MD,I,270,2005,4,4
MD,I,270,2010,1,1
MD,I,270,2015,3,3
MD,I,95,1990,27,29
MD,I,95,1995,21,23
MD,I,95,2000,23,26
MD,I,95,2005,17,20
MD,I,95,2010,12,12
MD,I,95,2015,23,25
MD,I,70,1990,10,12
MD,I,70,1995,5,6
MD,I,70,2000,9,9
MD,I,70,2005,11,13
MD,I,70,2010,9,9
MD,I,70,2015,8,10
MD,I,295,1990,1,1
MD,I,295,2000,1,1
MD,I,295,2005,1,1
MD,I,495,1990,3,3
MD,I,495,1995,4,4
MD,I,495,2000,2,2
MD,I,495,2005,8,9
MD,I,495,2010,2,2
MD,I,495,2015,3,3
MD,I,695,1990,8,9
MD,I,695,1995,5,5
MD,I,695,2000,11,11
MD,I,695,2005,9,9
MD,I,695,2010,6,6
MD,I,695,2015,7,7
MD,I,83,1990,3,4
MD,I,83,1995,4,4
MD,I,83,2000,6,7
MD,I,83,2005,7,7
MD,I,83,2010,3,3
MD,I,83,2015,2,2
MD,I,795,1990,1,1
MD,I,795,2000,4,4
MD,I,795,2005,1,1
MD,I,795,2010,1,1
MD,I,795,2015,1,1
MD,I,68,1990,2,3
MD,I,68,1995,2,2
MD,I,68,2000,1,1
MD,I,68,2005,6,6
MD,I,68,2010,6,9
MD,I,68,2015,2,3
MD,I,81,1990,1,2
MD,I,81,1995,3,3
MD,I,81,2000,4,4
MD,I,81,2005,1,1
MD,I,81,2010,2,2
MD,I,195,1990,1,1
MD,I,195,1995,1,1
MA,I,90,1990,27,30
MA,I,90,1995,16,19
MA,I,90,2000,8,9
MA,I,90,2005,6,6
MA,I,90,2010,3,4
MA,I,90,2015,9,12
MA,I,495,1990,38,39
MA,I,495,1995,18,19
MA,I,495,2000,18,21
MA,I,495,2005,21,21
MA,I,495,2010,15,16
MA,I,495,2015,15,15
MA,I,391,1990,1,1
MA,I,391,2000,2,2
MA,I,391,2010,1,1
MA,I,93,1990,19,21
MA,I,93,1995,14,15
MA,I,93,2000,10,10
MA,I,93,2005,12,14
MA,I,93,2010,6,6
MA,I,93,2015,3,3
MA,I,195,1990,15,17
MA,I,195,1995,5,5
MA,I,195,2000,3,3
MA,I,195,2005,7,7
MA,I,195,2010,6,7
MA,I,195,2015,2,3
MA,I,95,1990,12,14
MA,I,95,1995,12,12
MA,I,95,2000,15,19
MA,I,95,2005,12,13
MA,I,95,2010,13,13
MA,I,95,2015,6,6
MA,I,91,1990,9,9
MA,I,91,1995,13,16
MA,I,91,2000,4,4
MA,I,91,2005,3,3
MA,I,91,2010,3,5
MA,I,91,2015,3,3
MA,I,290,1990,4,4
MA,I,290,1995,1,1
MA,I,290,2000,2,2
MA,I,290,2005,4,4
MA,I,290,2010,1,1
MA,I,290,2015,2,2
MA,I,291,1990,2,2
MA,I,291,2015,1,1
MI,I,94,1990,36,41
MI,I,94,1995,46,52
MI,I,94,2000,34,37
MI,I,94,2005,27,32
MI,I,94,2010,31,34
MI,I,94,2015,30,35
MI,I,275,1990,5,7
MI,I,275,2000,2,3
MI,I,275,2005,8,9
MI,I,275,2010,3,3
MI,I,275,2015,2,2
MI,I,69,1990,9,9
MI,I,69,1995,6,7
MI,I,69,2000,11,12
MI,I,69,2005,10,12
MI,I,69,2010,3,3
MI,I,69,2015,6,8
MI,I,75,1990,23,27
MI,I,75,1995,40,44
MI,I,75,2000,34,38
MI,I,75,2005,28,33
MI,I,75,2010,31,34
MI,I,75,2015,20,20
MI,I,696,1990,4,4
MI,I,696,1995,2,2
MI,I,696,2000,4,4
MI,I,696,2005,3,3
MI,I,696,2010,4,4
MI,I,696,2015,1,1
MI,I,96,1990,14,15
MI,I,96,1995,27,29
MI,I,96,2000,23,23
MI,I,96,2005,20,21
MI,I,96,2010,18,19
MI,I,96,2015,13,16
MI,I,475,1990,1,1
MI,I,475,1995,4,5
MI,I,475,2000,3,3
MI,I,475,2005,4,4
MI,I,475,2010,1,1
MI,I,475,2015,1,1
MI,I,675,1990,1,1
MI,I,675,2000,1,1
MI,I,196,1990,7,7
MI,I,196,1995,3,3
MI,I,196,2000,4,4
MI,I,196,2005,3,3
MI,I,196,2010,2,2
MI,I,196,2015,3,4
MN,I,94,1990,20,22
MN,I,94,1995,9,10
MN,I,94,2000,18,19
MN,I,94,2005,19,22
MN,I,94,2010,8,9
MN,I,94,2015,9,10
MN,I,90,1990,4,4
MN,I,90,1995,3,4
MN,I,90,2000,3,3
MN,I,90,2005,8,9
MN,I,90,2010,8,8
MN,I,90,2015,3,4
MN,I,35,1990,15,18
MN,I,35,1995,16,18
MN,I,35,2000,21,22
MN,I,35,2005,23,30
MN,I,35,2010,13,14
MN,I,35,2015,10,10
MN,I,494,1990,7,7
MN,I,494,1995,3,4
MN,I,494,2000,4,5
MN,I,494,2005,1,1
MN,I,494,2010,1,1
MN,I,694,1990,1,1
MN,I,694,1995,1,1
MN,I,694,2005,3,3
MN,I,694,2010,1,1
MN,I,694,2015,3,3
MS,I,55,1990,16,18
MS,I,55,1995,37,43
MS,I,55,2000,44,54
MS,I,55,2005,36,43
MS,I,55,2010,28,32
MS,I,55,2015,28,35
MS,I,20,1990,14,14
MS,I,20,1995,10,12
